,Vm1 (mV)
21295,-99.67041
21296,-99.63989
21297,-99.609375
21298,-99.70093
21299,-99.609375
21300,-99.63989
21301,-99.487305
21302,-99.70093
21303,-99.76196
21304,-99.57886
21305,-99.3042
21306,-99.63989
21307,-99.67041
21308,-99.67041
21309,-99.70093
21310,-99.63989
21311,-99.731445
21312,-99.70093
21313,-99.70093
21314,-99.70093
21315,-99.67041
21316,-99.70093
21317,-99.45679
21318,-99.39575
21319,-99.67041
21320,-99.67041
21321,-99.609375
21322,-99.70093
21323,-99.823
21324,-99.70093
21325,-99.42627
21326,-99.365234
21327,-99.45679
21328,-99.67041
21329,-99.57886
21330,-99.57886
21331,-99.51782
21332,-99.63989
21333,-99.45679
21334,-99.70093
21335,-99.63989
21336,-99.70093
21337,-99.51782
21338,-99.51782
21339,-99.70093
21340,-99.70093
21341,-99.609375
21342,-99.487305
21343,-99.51782
21344,-99.487305
21345,-99.42627
21346,-99.63989
21347,-99.67041
21348,-99.63989
21349,-99.70093
21350,-99.70093
21351,-99.76196
21352,-99.70093
21353,-99.67041
21354,-99.67041
21355,-99.57886
21356,-99.51782
21357,-99.487305
21358,-99.45679
21359,-99.731445
21360,-99.731445
21361,-99.67041
21362,-99.42627
21363,-99.70093
21364,-99.70093
21365,-99.67041
21366,-99.51782
21367,-99.365234
21368,-99.609375
21369,-99.57886
21370,-99.70093
21371,-99.63989
21372,-99.57886
21373,-99.42627
21374,-99.609375
21375,-99.79248
21376,-99.76196
21377,-99.70093
21378,-99.63989
21379,-99.487305
21380,-99.609375
21381,-99.609375
21382,-99.45679
21383,-99.79248
21384,-99.487305
21385,-99.63989
21386,-99.67041
21387,-99.67041
21388,-99.63989
21389,-99.731445
21390,-99.67041
21391,-99.70093
21392,-99.67041
21393,-99.70093
21394,-99.731445
21395,-99.63989
21396,-99.63989
21397,-99.487305
21398,-99.45679
21399,-99.609375
21400,-99.63989
21401,-99.51782
21402,-99.365234
21403,-99.609375
21404,-99.63989
21405,-99.609375
21406,-99.21265
21407,-99.51782
21408,-99.487305
21409,-99.57886
21410,-99.67041
21411,-99.609375
21412,-99.51782
21413,-99.57886
21414,-99.63989
21415,-99.731445
21416,-99.79248
21417,-99.67041
21418,-99.67041
21419,-99.45679
21420,-99.609375
21421,-99.70093
21422,-99.51782
21423,-99.487305
21424,-99.609375
21425,-99.63989
21426,-99.609375
21427,-99.63989
21428,-99.67041
21429,-99.609375
21430,-99.67041
21431,-99.42627
21432,-99.365234
21433,-99.853516
21434,-99.76196
21435,-99.63989
21436,-99.67041
21437,-99.63989
21438,-99.70093
21439,-99.45679
21440,-99.76196
21441,-99.731445
21442,-99.63989
21443,-99.67041
21444,-99.63989
21445,-99.70093
21446,-99.63989
21447,-99.63989
21448,-99.67041
21449,-99.76196
21450,-99.39575
21451,-99.487305
21452,-99.57886
21453,-99.57886
21454,-99.63989
21455,-99.731445
21456,-99.63989
21457,-99.63989
21458,-99.853516
21459,-99.67041
21460,-99.63989
21461,-99.57886
21462,-99.609375
21463,-99.76196
21464,-99.51782
21465,-99.27368
21466,-99.487305
21467,-99.67041
21468,-99.609375
21469,-99.70093
21470,-99.67041
21471,-99.63989
21472,-99.63989
21473,-99.63989
21474,-99.63989
21475,-99.67041
21476,-99.67041
21477,-99.609375
21478,-99.3042
21479,-99.39575
21480,-99.67041
21481,-99.609375
21482,-99.67041
21483,-99.51782
21484,-99.731445
21485,-99.57886
21486,-99.731445
21487,-99.67041
21488,-99.609375
21489,-99.70093
21490,-99.67041
21491,-99.731445
21492,-99.70093
21493,-99.67041
21494,-99.63989
21495,-99.487305
21496,-99.91455
21497,-99.45679
21498,-99.731445
21499,-99.731445
21500,-99.45679
21501,-99.57886
21502,-99.70093
21503,-99.63989
21504,-99.731445
21505,-99.63989
21506,-99.70093
21507,-99.63989
21508,-99.51782
21509,-99.3042
21510,-99.609375
21511,-99.39575
21512,-99.609375
21513,-99.21265
21514,-99.243164
21515,-99.70093
21516,-99.609375
21517,-99.63989
21518,-99.63989
21519,-99.33472
21520,-99.45679
21521,-99.70093
21522,-99.609375
21523,-99.70093
21524,-99.57886
21525,-99.70093
21526,-99.67041
21527,-99.731445
21528,-99.70093
21529,-99.731445
21530,-99.70093
21531,-99.63989
21532,-99.67041
21533,-99.67041
21534,-99.63989
21535,-99.67041
21536,-99.42627
21537,-99.609375
21538,-99.67041
21539,-99.609375
21540,-99.365234
21541,-99.76196
21542,-99.57886
21543,-99.51782
21544,-99.63989
21545,-99.70093
21546,-99.70093
21547,-99.609375
21548,-99.67041
21549,-99.51782
21550,-99.79248
21551,-99.51782
21552,-99.76196
21553,-99.487305
21554,-99.42627
21555,-99.67041
21556,-99.70093
21557,-99.63989
21558,-99.57886
21559,-99.76196
21560,-99.67041
21561,-99.63989
21562,-99.67041
21563,-99.67041
21564,-99.51782
21565,-99.365234
21566,-99.487305
21567,-99.609375
21568,-99.67041
21569,-99.76196
21570,-99.731445
21571,-99.63989
21572,-99.731445
21573,-99.70093
21574,-99.70093
21575,-99.57886
21576,-99.853516
21577,-99.57886
21578,-99.79248
21579,-99.70093
21580,-99.39575
21581,-99.63989
21582,-99.70093
21583,-99.609375
21584,-99.63989
21585,-99.70093
21586,-99.63989
21587,-99.51782
21588,-99.823
21589,-99.609375
21590,-99.63989
21591,-99.63989
21592,-99.51782
21593,-99.63989
21594,-99.91455
21595,-99.57886
21596,-99.609375
21597,-99.609375
21598,-99.57886
21599,-99.51782
21600,-99.45679
21601,-99.63989
21602,-99.609375
21603,-99.63989
21604,-99.609375
21605,-99.609375
21606,-99.731445
21607,-99.731445
21608,-99.70093
21609,-99.67041
21610,-99.63989
21611,-99.67041
21612,-99.67041
21613,-99.731445
21614,-99.70093
21615,-99.63989
21616,-99.67041
21617,-99.42627
21618,-99.609375
21619,-99.79248
21620,-99.609375
21621,-99.823
21622,-99.731445
21623,-99.63989
21624,-99.67041
21625,-99.45679
21626,-99.27368
21627,-99.45679
21628,-99.57886
21629,-99.63989
21630,-99.67041
21631,-99.67041
21632,-99.63989
21633,-99.609375
21634,-99.63989
21635,-99.57886
21636,-99.42627
21637,-99.51782
21638,-99.731445
21639,-99.70093
21640,-99.609375
21641,-99.487305
21642,-99.67041
21643,-99.76196
21644,-99.731445
21645,-99.731445
21646,-99.67041
21647,-99.487305
21648,-99.79248
21649,-99.243164
21650,-99.18213
21651,-99.63989
21652,-99.45679
21653,-99.487305
21654,-99.731445
21655,-99.70093
21656,-99.63989
21657,-99.57886
21658,-99.88403
21659,-99.609375
21660,-99.67041
21661,-99.51782
21662,-99.70093
21663,-99.63989
21664,-99.853516
21665,-99.731445
21666,-99.51782
21667,-99.42627
21668,-99.67041
21669,-99.63989
21670,-99.63989
21671,-99.63989
21672,-99.609375
21673,-99.57886
21674,-99.45679
21675,-99.39575
21676,-99.33472
21677,-99.731445
21678,-99.67041
21679,-99.57886
21680,-99.18213
21681,-99.67041
21682,-99.63989
21683,-99.45679
21684,-99.63989
21685,-99.67041
21686,-99.63989
21687,-99.70093
21688,-99.63989
21689,-99.45679
21690,-99.70093
21691,-99.42627
21692,-99.79248
21693,-99.67041
21694,-99.70093
21695,-99.70093
21696,-99.57886
21697,-99.609375
21698,-99.63989
21699,-99.70093
21700,-99.63989
21701,-99.39575
21702,-99.57886
21703,-99.70093
21704,-99.57886
21705,-99.609375
21706,-99.42627
21707,-99.57886
21708,-99.67041
21709,-99.67041
21710,-99.67041
21711,-99.609375
21712,-99.63989
21713,-99.67041
21714,-99.57886
21715,-99.609375
21716,-99.63989
21717,-99.51782
21718,-99.67041
21719,-99.609375
21720,-99.487305
21721,-99.63989
21722,-99.70093
21723,-99.63989
21724,-99.67041
21725,-99.67041
21726,-99.57886
21727,-99.487305
21728,-99.27368
21729,-99.243164
21730,-99.57886
21731,-99.487305
21732,-99.365234
21733,-99.42627
21734,-99.70093
21735,-99.70093
21736,-99.70093
21737,-99.63989
21738,-99.45679
21739,-99.609375
21740,-99.67041
21741,-99.63989
21742,-99.33472
21743,-99.823
21744,-99.243164
21745,-99.45679
21746,-99.609375
21747,-99.67041
21748,-99.731445
21749,-99.70093
21750,-99.609375
21751,-99.731445
21752,-99.70093
21753,-99.70093
21754,-99.70093
21755,-99.63989
21756,-99.57886
21757,-99.365234
21758,-99.731445
21759,-99.609375
21760,-99.487305
21761,-99.51782
21762,-99.63989
21763,-99.67041
21764,-99.63989
21765,-99.63989
21766,-99.70093
21767,-99.487305
21768,-99.67041
21769,-99.45679
21770,-99.63989
21771,-99.51782
21772,-99.70093
21773,-99.76196
21774,-99.731445
21775,-99.63989
21776,-99.609375
21777,-99.609375
21778,-99.67041
21779,-99.57886
21780,-99.67041
21781,-99.51782
21782,-99.42627
21783,-99.609375
21784,-99.731445
21785,-99.88403
21786,-99.51782
21787,-99.63989
21788,-99.67041
21789,-99.70093
21790,-99.63989
21791,-99.70093
21792,-99.70093
21793,-99.63989
21794,-99.63989
21795,-99.57886
21796,-99.243164
21797,-99.79248
21798,-99.70093
21799,-99.57886
21800,-99.27368
21801,-99.67041
21802,-99.63989
21803,-99.63989
21804,-99.63989
21805,-99.70093
21806,-99.70093
21807,-99.609375
21808,-99.57886
21809,-99.45679
21810,-99.57886
21811,-99.51782
21812,-99.67041
21813,-99.45679
21814,-99.63989
21815,-99.67041
21816,-99.51782
21817,-99.33472
21818,-99.79248
21819,-99.67041
21820,-99.51782
21821,-99.51782
21822,-99.731445
21823,-99.70093
21824,-99.67041
21825,-99.609375
21826,-99.67041
21827,-99.51782
21828,-99.63989
21829,-99.33472
21830,-99.609375
21831,-99.70093
21832,-99.33472
21833,-99.3042
21834,-99.487305
21835,-99.70093
21836,-99.70093
21837,-99.63989
21838,-99.67041
21839,-99.67041
21840,-99.731445
21841,-99.731445
21842,-99.27368
21843,-99.487305
21844,-99.21265
21845,-99.609375
21846,-99.609375
21847,-99.57886
21848,-99.609375
21849,-99.63989
21850,-99.63989
21851,-99.67041
21852,-99.67041
21853,-99.609375
21854,-99.609375
21855,-99.42627
21856,-99.45679
21857,-99.67041
21858,-99.609375
21859,-99.487305
21860,-99.33472
21861,-99.63989
21862,-99.487305
21863,-99.33472
21864,-99.609375
21865,-99.63989
21866,-99.67041
21867,-99.67041
21868,-99.731445
21869,-99.67041
21870,-99.67041
21871,-99.731445
21872,-99.67041
21873,-99.67041
21874,-99.67041
21875,-99.70093
21876,-99.609375
21877,-99.57886
21878,-99.57886
21879,-99.70093
21880,-99.57886
21881,-99.57886
21882,-99.42627
21883,-99.70093
21884,-99.67041
21885,-99.67041
21886,-99.21265
21887,-99.63989
21888,-99.51782
21889,-99.67041
21890,-99.609375
21891,-99.63989
21892,-99.45679
21893,-99.609375
21894,-99.27368
21895,-99.45679
21896,-99.67041
21897,-99.67041
21898,-99.67041
21899,-99.3042
21900,-99.45679
21901,-99.63989
21902,-99.51782
21903,-99.51782
21904,-99.487305
21905,-99.609375
21906,-99.63989
21907,-99.67041
21908,-99.731445
21909,-99.63989
21910,-99.45679
21911,-99.51782
21912,-99.67041
21913,-99.731445
21914,-99.67041
21915,-99.63989
21916,-99.63989
21917,-99.487305
21918,-99.243164
21919,-99.67041
21920,-99.70093
21921,-99.609375
21922,-99.63989
21923,-99.63989
21924,-99.57886
21925,-99.70093
21926,-99.70093
21927,-99.853516
21928,-99.45679
21929,-99.70093
21930,-99.63989
21931,-99.3042
21932,-99.365234
21933,-99.70093
21934,-99.67041
21935,-99.67041
21936,-99.63989
21937,-99.609375
21938,-99.33472
21939,-99.609375
21940,-99.67041
21941,-99.42627
21942,-99.88403
21943,-99.70093
21944,-99.79248
21945,-99.731445
21946,-99.45679
21947,-99.63989
21948,-99.51782
21949,-99.609375
21950,-99.609375
21951,-99.70093
21952,-99.609375
21953,-99.63989
21954,-99.57886
21955,-99.63989
21956,-99.51782
21957,-99.57886
21958,-99.67041
21959,-99.731445
21960,-99.51782
21961,-99.609375
21962,-99.70093
21963,-99.67041
21964,-99.63989
21965,-99.70093
21966,-99.70093
21967,-99.67041
21968,-99.76196
21969,-99.57886
21970,-99.487305
21971,-99.609375
21972,-99.51782
21973,-99.70093
21974,-99.67041
21975,-99.67041
21976,-99.57886
21977,-99.365234
21978,-99.45679
21979,-99.67041
21980,-99.63989
21981,-99.609375
21982,-99.57886
21983,-99.63989
21984,-99.76196
21985,-99.67041
21986,-99.33472
21987,-99.63989
21988,-99.609375
21989,-99.609375
21990,-99.67041
21991,-99.67041
21992,-99.609375
21993,-99.609375
21994,-99.609375
21995,-99.45679
21996,-99.3042
21997,-99.76196
21998,-99.70093
21999,-99.63989
22000,-99.609375
22001,-99.45679
22002,-99.731445
22003,-99.70093
22004,-99.70093
22005,-99.70093
22006,-99.76196
22007,-99.51782
22008,-99.67041
22009,-99.3042
22010,-99.63989
22011,-99.609375
22012,-99.45679
22013,-99.79248
22014,-99.63989
22015,-99.731445
22016,-99.67041
22017,-99.51782
22018,-99.67041
22019,-99.70093
22020,-99.67041
22021,-99.76196
22022,-99.731445
22023,-99.70093
22024,-99.76196
22025,-99.609375
22026,-99.487305
22027,-99.853516
22028,-99.487305
22029,-99.57886
22030,-99.487305
22031,-99.51782
22032,-99.45679
22033,-99.39575
22034,-99.243164
22035,-99.63989
22036,-99.67041
22037,-99.63989
22038,-99.609375
22039,-99.487305
22040,-99.70093
22041,-99.67041
22042,-99.51782
22043,-99.63989
22044,-99.51782
22045,-99.67041
22046,-99.70093
22047,-99.67041
22048,-99.609375
22049,-99.70093
22050,-99.609375
22051,-99.63989
22052,-99.70093
22053,-99.70093
22054,-99.70093
22055,-99.57886
22056,-99.67041
22057,-99.76196
22058,-99.67041
22059,-99.609375
22060,-99.45679
22061,-99.609375
22062,-99.67041
22063,-99.67041
22064,-99.67041
22065,-99.67041
22066,-99.79248
22067,-99.487305
22068,-99.33472
22069,-99.27368
22070,-99.487305
22071,-99.45679
22072,-99.51782
22073,-99.39575
22074,-99.609375
22075,-99.57886
22076,-99.731445
22077,-99.731445
22078,-99.487305
22079,-99.70093
22080,-99.731445
22081,-99.67041
22082,-99.823
22083,-99.67041
22084,-99.823
22085,-99.63989
22086,-99.609375
22087,-99.609375
22088,-99.609375
22089,-99.63989
22090,-99.70093
22091,-99.70093
22092,-99.67041
22093,-99.57886
22094,-99.57886
22095,-99.63989
22096,-99.63989
22097,-99.67041
22098,-99.609375
22099,-99.609375
22100,-99.70093
22101,-99.63989
22102,-99.45679
22103,-99.487305
22104,-99.731445
22105,-99.609375
22106,-99.70093
22107,-99.67041
22108,-99.731445
22109,-99.63989
22110,-99.57886
22111,-99.70093
22112,-99.67041
22113,-99.67041
22114,-99.67041
22115,-99.67041
22116,-99.609375
22117,-99.63989
22118,-99.67041
22119,-99.63989
22120,-99.57886
22121,-99.67041
22122,-99.67041
22123,-99.67041
22124,-99.609375
22125,-99.731445
22126,-99.243164
22127,-99.63989
22128,-99.39575
22129,-99.63989
22130,-99.487305
22131,-99.51782
22132,-99.63989
22133,-99.67041
22134,-99.79248
22135,-99.70093
22136,-99.63989
22137,-99.67041
22138,-99.70093
22139,-99.57886
22140,-99.731445
22141,-99.487305
22142,-99.823
22143,-99.70093
22144,-99.45679
22145,-99.63989
22146,-99.609375
22147,-99.63989
22148,-99.67041
22149,-99.731445
22150,-99.70093
22151,-99.70093
22152,-99.731445
22153,-99.731445
22154,-99.609375
22155,-99.487305
22156,-99.609375
22157,-99.45679
22158,-99.67041
22159,-99.731445
22160,-99.609375
22161,-99.487305
22162,-99.67041
22163,-99.63989
22164,-99.70093
22165,-99.67041
22166,-99.57886
22167,-99.70093
22168,-99.79248
22169,-99.76196
22170,-99.731445
22171,-99.76196
22172,-99.76196
22173,-99.79248
22174,-99.70093
22175,-99.63989
22176,-99.63989
22177,-99.51782
22178,-99.3042
22179,-99.63989
22180,-99.731445
22181,-99.51782
22182,-99.731445
22183,-99.63989
22184,-99.70093
22185,-99.33472
22186,-99.57886
22187,-99.487305
22188,-99.609375
22189,-99.63989
22190,-99.63989
22191,-99.63989
22192,-99.57886
22193,-99.57886
22194,-99.51782
22195,-99.487305
22196,-99.3042
22197,-99.63989
22198,-99.63989
22199,-99.51782
22200,-99.853516
22201,-99.609375
22202,-99.57886
22203,-99.51782
22204,-99.609375
22205,-99.63989
22206,-99.63989
22207,-99.70093
22208,-99.67041
22209,-99.731445
22210,-99.63989
22211,-99.57886
22212,-99.51782
22213,-99.39575
22214,-99.76196
22215,-99.79248
22216,-99.67041
22217,-99.609375
22218,-99.487305
22219,-99.609375
22220,-99.609375
22221,-99.57886
22222,-99.18213
22223,-99.243164
22224,-99.609375
22225,-99.57886
22226,-99.63989
22227,-99.76196
22228,-99.70093
22229,-99.731445
22230,-99.67041
22231,-99.63989
22232,-99.70093
22233,-99.67041
22234,-99.70093
22235,-99.609375
22236,-99.67041
22237,-99.3042
22238,-99.57886
22239,-99.67041
22240,-99.63989
22241,-99.21265
22242,-99.67041
22243,-99.731445
22244,-99.63989
22245,-99.67041
22246,-99.39575
22247,-99.487305
22248,-99.42627
22249,-99.57886
22250,-99.45679
22251,-99.63989
22252,-99.609375
22253,-99.67041
22254,-99.79248
22255,-99.76196
22256,-99.731445
22257,-99.67041
22258,-99.51782
22259,-99.91455
22260,-99.70093
22261,-99.63989
22262,-99.51782
22263,-99.39575
22264,-99.57886
22265,-99.63989
22266,-99.63989
22267,-99.70093
22268,-99.42627
22269,-99.45679
22270,-99.51782
22271,-99.45679
22272,-99.63989
22273,-99.39575
22274,-99.487305
22275,-99.731445
22276,-99.63989
22277,-99.609375
22278,-99.42627
22279,-99.63989
22280,-99.731445
22281,-99.67041
22282,-99.88403
22283,-99.731445
22284,-99.57886
22285,-99.51782
22286,-99.63989
22287,-99.67041
22288,-99.609375
22289,-99.63989
22290,-99.63989
22291,-99.609375
22292,-99.51782
22293,-99.51782
22294,-99.70093
22295,-99.63989
22296,-99.67041
22297,-99.70093
22298,-99.57886
22299,-99.487305
22300,-99.70093
22301,-99.609375
22302,-99.45679
22303,-99.365234
22304,-99.609375
22305,-99.67041
22306,-99.67041
22307,-99.70093
22308,-99.70093
22309,-99.487305
22310,-99.853516
22311,-99.823
22312,-99.45679
22313,-99.731445
22314,-99.731445
22315,-99.67041
22316,-99.63989
22317,-99.45679
22318,-99.79248
22319,-99.76196
22320,-99.63989
22321,-99.33472
22322,-99.51782
22323,-99.67041
22324,-99.57886
22325,-99.243164
22326,-99.33472
22327,-99.63989
22328,-99.609375
22329,-99.67041
22330,-99.63989
22331,-99.609375
22332,-99.63989
22333,-99.57886
22334,-99.57886
22335,-99.487305
22336,-99.609375
22337,-99.76196
22338,-99.67041
22339,-99.609375
22340,-99.67041
22341,-99.67041
22342,-99.70093
22343,-99.609375
22344,-99.63989
22345,-99.609375
22346,-99.609375
22347,-99.609375
22348,-99.18213
22349,-99.39575
22350,-99.365234
22351,-99.42627
22352,-99.39575
22353,-99.63989
22354,-99.823
22355,-99.487305
22356,-99.487305
22357,-99.67041
22358,-99.609375
22359,-99.63989
22360,-99.67041
22361,-99.70093
22362,-99.609375
22363,-99.57886
22364,-99.67041
22365,-99.731445
22366,-99.76196
22367,-99.731445
22368,-99.57886
22369,-99.823
22370,-99.243164
22371,-99.243164
22372,-99.76196
22373,-99.57886
22374,-99.487305
22375,-99.67041
22376,-99.67041
22377,-99.609375
22378,-99.45679
22379,-99.487305
22380,-99.63989
22381,-99.609375
22382,-99.51782
22383,-99.33472
22384,-99.487305
22385,-99.609375
22386,-99.67041
22387,-99.70093
22388,-99.67041
22389,-99.79248
22390,-99.67041
22391,-99.79248
22392,-99.731445
22393,-99.57886
22394,-99.63989
22395,-99.67041
22396,-99.70093
22397,-99.67041
22398,-99.42627
22399,-99.51782
22400,-99.70093
22401,-99.609375
22402,-99.39575
22403,-99.243164
22404,-99.57886
22405,-99.57886
22406,-99.70093
22407,-99.609375
22408,-99.63989
22409,-99.67041
22410,-99.70093
22411,-99.67041
22412,-99.63989
22413,-99.63989
22414,-99.67041
22415,-99.57886
22416,-99.243164
22417,-99.63989
22418,-99.67041
22419,-99.67041
22420,-99.67041
22421,-99.51782
22422,-99.70093
22423,-99.70093
22424,-99.45679
22425,-99.823
22426,-99.39575
22427,-99.51782
22428,-99.609375
22429,-99.63989
22430,-99.67041
22431,-99.63989
22432,-99.70093
22433,-99.63989
22434,-99.67041
22435,-99.63989
22436,-99.51782
22437,-99.51782
22438,-99.487305
22439,-99.67041
22440,-99.70093
22441,-99.365234
22442,-99.70093
22443,-99.45679
22444,-99.731445
22445,-99.365234
22446,-99.51782
22447,-99.57886
22448,-99.70093
22449,-99.70093
22450,-99.67041
22451,-99.609375
22452,-99.70093
22453,-99.67041
22454,-99.57886
22455,-99.57886
22456,-99.51782
22457,-99.42627
22458,-99.609375
22459,-99.609375
22460,-99.42627
22461,-99.70093
22462,-99.731445
22463,-99.609375
22464,-99.67041
22465,-99.57886
22466,-99.76196
22467,-99.609375
22468,-99.57886
22469,-99.63989
22470,-99.51782
22471,-99.487305
22472,-99.63989
22473,-99.51782
22474,-99.57886
22475,-99.15161
22476,-99.487305
22477,-99.70093
22478,-99.67041
22479,-99.45679
22480,-99.57886
22481,-99.70093
22482,-99.609375
22483,-99.63989
22484,-99.63989
22485,-99.609375
22486,-99.70093
22487,-99.76196
22488,-99.51782
22489,-99.57886
22490,-99.39575
22491,-99.45679
22492,-99.609375
22493,-99.51782
22494,-99.853516
22495,-99.63989
22496,-99.731445
22497,-99.70093
22498,-99.51782
22499,-99.63989
22500,-99.70093
22501,-99.731445
22502,-99.42627
22503,-99.51782
22504,-99.51782
22505,-99.67041
22506,-99.70093
22507,-99.67041
22508,-99.57886
22509,-99.79248
22510,-99.76196
22511,-99.45679
22512,-99.609375
22513,-99.67041
22514,-99.67041
22515,-99.70093
22516,-99.45679
22517,-99.33472
22518,-99.39575
22519,-99.70093
22520,-99.57886
22521,-99.39575
22522,-99.70093
22523,-99.731445
22524,-99.67041
22525,-99.609375
22526,-99.853516
22527,-99.365234
22528,-99.45679
22529,-99.487305
22530,-99.609375
22531,-99.609375
22532,-99.67041
22533,-99.609375
22534,-99.243164
22535,-99.57886
22536,-99.487305
22537,-99.70093
22538,-99.609375
22539,-99.67041
22540,-99.57886
22541,-99.67041
22542,-99.57886
22543,-99.487305
22544,-99.67041
22545,-99.63989
22546,-99.67041
22547,-99.70093
22548,-99.76196
22549,-99.79248
22550,-99.57886
22551,-99.609375
22552,-99.57886
22553,-99.731445
22554,-99.731445
22555,-99.63989
22556,-99.70093
22557,-99.63989
22558,-99.67041
22559,-99.45679
22560,-99.42627
22561,-99.63989
22562,-99.63989
22563,-99.57886
22564,-99.609375
22565,-99.70093
22566,-99.67041
22567,-99.70093
22568,-99.57886
22569,-99.731445
22570,-99.365234
22571,-99.33472
22572,-99.67041
22573,-99.57886
22574,-99.853516
22575,-99.731445
22576,-99.731445
22577,-99.67041
22578,-99.487305
22579,-99.79248
22580,-99.70093
22581,-99.70093
22582,-99.57886
22583,-99.57886
22584,-99.57886
22585,-99.67041
22586,-99.70093
22587,-99.67041
22588,-99.70093
22589,-99.79248
22590,-99.67041
22591,-99.365234
22592,-99.33472
22593,-99.609375
22594,-99.243164
22595,-99.731445
22596,-99.487305
22597,-99.67041
22598,-99.63989
22599,-99.42627
22600,-99.45679
22601,-99.63989
22602,-99.70093
22603,-99.70093
22604,-99.63989
22605,-99.731445
22606,-99.63989
22607,-99.88403
22608,-99.33472
22609,-99.487305
22610,-99.51782
22611,-99.57886
22612,-99.63989
22613,-99.487305
22614,-99.51782
22615,-99.76196
22616,-99.63989
22617,-99.67041
22618,-99.609375
22619,-99.51782
22620,-99.51782
22621,-99.67041
22622,-99.63989
22623,-99.63989
22624,-99.731445
22625,-99.609375
22626,-99.243164
22627,-99.487305
22628,-99.51782
22629,-99.70093
22630,-99.609375
22631,-99.70093
22632,-99.67041
22633,-99.57886
22634,-99.57886
22635,-99.51782
22636,-99.57886
22637,-99.67041
22638,-99.63989
22639,-99.67041
22640,-99.51782
22641,-99.487305
22642,-99.63989
22643,-99.70093
22644,-99.42627
22645,-99.33472
22646,-99.51782
22647,-99.57886
22648,-99.63989
22649,-99.67041
22650,-99.63989
22651,-99.67041
22652,-99.67041
22653,-99.70093
22654,-99.57886
22655,-99.39575
22656,-99.33472
22657,-99.88403
22658,-99.70093
22659,-99.67041
22660,-99.487305
22661,-99.731445
22662,-99.731445
22663,-99.70093
22664,-99.70093
22665,-99.731445
22666,-99.853516
22667,-99.609375
22668,-99.57886
22669,-99.51782
22670,-99.67041
22671,-99.63989
22672,-99.57886
22673,-99.609375
22674,-99.45679
22675,-99.45679
22676,-99.67041
22677,-99.70093
22678,-99.67041
22679,-99.487305
22680,-99.63989
22681,-99.70093
22682,-99.42627
22683,-99.609375
22684,-99.67041
22685,-99.63989
22686,-99.63989
22687,-99.67041
22688,-99.609375
22689,-99.45679
22690,-99.70093
22691,-99.731445
22692,-99.609375
22693,-99.70093
22694,-99.67041
22695,-99.67041
22696,-99.609375
22697,-99.365234
22698,-99.33472
22699,-99.42627
22700,-99.731445
22701,-99.63989
22702,-99.27368
22703,-99.3042
22704,-99.70093
22705,-99.57886
22706,-99.70093
22707,-99.67041
22708,-99.609375
22709,-99.57886
22710,-99.731445
22711,-99.51782
22712,-99.57886
22713,-99.63989
22714,-99.853516
22715,-99.67041
22716,-99.70093
22717,-99.67041
22718,-99.63989
22719,-99.243164
22720,-99.57886
22721,-99.63989
22722,-99.57886
22723,-99.609375
22724,-99.609375
22725,-99.67041
22726,-99.70093
22727,-99.63989
22728,-99.57886
22729,-99.487305
22730,-99.3042
22731,-99.42627
22732,-99.365234
22733,-99.243164
22734,-99.487305
22735,-99.63989
22736,-99.70093
22737,-99.67041
22738,-99.51782
22739,-99.609375
22740,-99.487305
22741,-99.70093
22742,-99.57886
22743,-99.609375
22744,-99.63989
22745,-99.63989
22746,-99.853516
22747,-99.731445
22748,-99.27368
22749,-99.45679
22750,-99.487305
22751,-99.609375
22752,-99.51782
22753,-99.57886
22754,-99.63989
22755,-99.27368
22756,-99.39575
22757,-99.67041
22758,-99.609375
22759,-99.63989
22760,-99.609375
22761,-99.70093
22762,-99.67041
22763,-99.63989
22764,-99.609375
22765,-99.63989
22766,-99.731445
22767,-99.853516
22768,-99.67041
22769,-99.67041
22770,-99.79248
22771,-99.63989
22772,-99.45679
22773,-99.609375
22774,-99.67041
22775,-99.63989
22776,-99.67041
22777,-99.51782
22778,-99.51782
22779,-99.42627
22780,-99.67041
22781,-99.63989
22782,-99.39575
22783,-99.63989
22784,-99.51782
22785,-99.70093
22786,-99.70093
22787,-99.70093
22788,-99.823
22789,-99.609375
22790,-99.70093
22791,-99.609375
22792,-99.731445
22793,-99.57886
22794,-99.67041
22795,-99.67041
22796,-99.63989
22797,-99.63989
22798,-99.609375
22799,-99.63989
22800,-99.70093
22801,-99.67041
22802,-99.57886
22803,-99.63989
22804,-99.67041
22805,-99.609375
22806,-99.67041
22807,-99.70093
22808,-99.76196
22809,-99.42627
22810,-99.51782
22811,-99.42627
22812,-99.823
22813,-99.731445
22814,-99.76196
22815,-99.731445
22816,-99.57886
22817,-99.33472
22818,-99.51782
22819,-99.70093
22820,-99.63989
22821,-99.94507
22822,-99.823
22823,-99.853516
22824,-99.79248
22825,-99.365234
22826,-99.51782
22827,-99.67041
22828,-99.67041
22829,-99.731445
22830,-99.70093
22831,-99.67041
22832,-99.67041
22833,-99.731445
22834,-99.63989
22835,-99.63989
22836,-99.67041
22837,-99.57886
22838,-99.76196
22839,-99.70093
22840,-99.63989
22841,-99.487305
22842,-99.76196
22843,-99.67041
22844,-99.57886
22845,-99.609375
22846,-99.609375
22847,-99.731445
22848,-99.63989
22849,-99.67041
