,Vm1 (mV)
10158,-99.609375
10159,-99.27368
10160,-99.45679
10161,-99.57886
10162,-99.70093
10163,-99.70093
10164,-99.63989
10165,-99.365234
10166,-99.70093
10167,-99.70093
10168,-99.609375
10169,-99.609375
10170,-99.365234
10171,-99.57886
10172,-99.57886
10173,-99.57886
10174,-99.731445
10175,-99.67041
10176,-99.67041
10177,-99.63989
10178,-99.63989
10179,-99.63989
10180,-99.57886
10181,-99.63989
10182,-99.609375
10183,-99.67041
10184,-99.70093
10185,-99.609375
10186,-99.853516
10187,-99.67041
10188,-99.57886
10189,-99.21265
10190,-99.42627
10191,-99.609375
10192,-99.57886
10193,-99.51782
10194,-99.63989
10195,-99.67041
10196,-99.67041
10197,-99.67041
10198,-99.63989
10199,-99.63989
10200,-99.609375
10201,-99.57886
10202,-99.88403
10203,-99.42627
10204,-99.70093
10205,-99.57886
10206,-99.853516
10207,-99.67041
10208,-99.57886
10209,-99.487305
10210,-99.609375
10211,-99.51782
10212,-99.487305
10213,-99.51782
10214,-99.63989
10215,-99.63989
10216,-99.51782
10217,-99.57886
10218,-99.51782
10219,-99.42627
10220,-99.487305
10221,-99.67041
10222,-99.70093
10223,-99.609375
10224,-99.63989
10225,-99.487305
10226,-99.63989
10227,-99.33472
10228,-99.70093
10229,-99.67041
10230,-99.70093
10231,-99.70093
10232,-99.731445
10233,-99.823
10234,-99.67041
10235,-99.51782
10236,-99.63989
10237,-99.63989
10238,-99.45679
10239,-99.51782
10240,-99.45679
10241,-99.609375
10242,-99.63989
10243,-99.63989
10244,-99.365234
10245,-99.70093
10246,-99.67041
10247,-99.57886
10248,-99.365234
10249,-99.67041
10250,-99.731445
10251,-99.42627
10252,-99.67041
10253,-99.51782
10254,-99.487305
10255,-99.63989
10256,-99.609375
10257,-99.57886
10258,-99.63989
10259,-99.57886
10260,-99.609375
10261,-99.57886
10262,-99.67041
10263,-99.67041
10264,-99.487305
10265,-99.33472
10266,-99.609375
10267,-99.57886
10268,-99.243164
10269,-99.487305
10270,-99.243164
10271,-99.57886
10272,-99.63989
10273,-99.67041
10274,-99.63989
10275,-99.70093
10276,-99.67041
10277,-99.67041
10278,-99.67041
10279,-99.731445
10280,-99.70093
10281,-99.63989
10282,-99.57886
10283,-99.487305
10284,-99.18213
10285,-99.51782
10286,-99.609375
10287,-99.51782
10288,-99.51782
10289,-99.79248
10290,-99.67041
10291,-99.27368
10292,-99.609375
10293,-99.51782
10294,-99.51782
10295,-99.57886
10296,-99.63989
10297,-99.63989
10298,-99.63989
10299,-99.51782
10300,-99.94507
10301,-99.63989
10302,-99.731445
10303,-99.67041
10304,-99.63989
10305,-99.76196
10306,-99.70093
10307,-99.609375
10308,-99.365234
10309,-99.609375
10310,-99.609375
10311,-99.853516
10312,-99.57886
10313,-99.609375
10314,-99.67041
10315,-99.70093
10316,-99.67041
10317,-99.67041
10318,-99.70093
10319,-99.67041
10320,-99.63989
10321,-99.487305
10322,-99.42627
10323,-99.57886
10324,-99.70093
10325,-99.731445
10326,-99.57886
10327,-99.51782
10328,-99.70093
10329,-99.67041
10330,-99.70093
10331,-99.70093
10332,-99.45679
10333,-99.67041
10334,-99.76196
10335,-99.731445
10336,-99.823
10337,-99.487305
10338,-99.57886
10339,-99.731445
10340,-99.67041
10341,-99.67041
10342,-99.51782
10343,-99.3042
10344,-99.51782
10345,-99.731445
10346,-99.51782
10347,-99.487305
10348,-99.67041
10349,-99.67041
10350,-99.70093
10351,-99.67041
10352,-99.70093
10353,-99.487305
10354,-99.487305
10355,-99.3042
10356,-99.63989
10357,-99.76196
10358,-99.243164
10359,-99.731445
10360,-99.67041
10361,-99.67041
10362,-99.67041
10363,-99.67041
10364,-99.45679
10365,-99.731445
10366,-99.67041
10367,-99.70093
10368,-99.21265
10369,-99.51782
10370,-99.76196
10371,-99.3042
10372,-99.57886
10373,-99.609375
10374,-99.609375
10375,-99.67041
10376,-99.67041
10377,-99.609375
10378,-99.609375
10379,-99.51782
10380,-99.487305
10381,-99.70093
10382,-99.731445
10383,-99.63989
10384,-99.51782
10385,-99.42627
10386,-99.731445
10387,-99.63989
10388,-99.3042
10389,-99.487305
10390,-99.21265
10391,-99.365234
10392,-99.487305
10393,-99.63989
10394,-99.67041
10395,-99.70093
10396,-99.67041
10397,-99.731445
10398,-99.67041
10399,-99.70093
10400,-99.609375
10401,-99.67041
10402,-99.39575
10403,-99.70093
10404,-99.63989
10405,-99.70093
10406,-99.487305
10407,-99.70093
10408,-99.67041
10409,-99.63989
10410,-99.57886
10411,-99.731445
10412,-99.67041
10413,-99.76196
10414,-99.76196
10415,-99.88403
10416,-99.3042
10417,-99.45679
10418,-99.487305
10419,-99.63989
10420,-99.51782
10421,-99.67041
10422,-99.63989
10423,-99.57886
10424,-99.63989
10425,-99.63989
10426,-99.70093
10427,-99.63989
10428,-99.51782
10429,-99.45679
10430,-99.63989
10431,-99.67041
10432,-99.33472
10433,-99.51782
10434,-99.57886
10435,-99.609375
10436,-99.67041
10437,-99.51782
10438,-99.609375
10439,-99.609375
10440,-99.365234
10441,-99.609375
10442,-99.51782
10443,-99.731445
10444,-99.731445
10445,-99.609375
10446,-99.731445
10447,-99.731445
10448,-99.609375
10449,-99.51782
10450,-99.3042
10451,-99.63989
10452,-99.51782
10453,-99.67041
10454,-99.63989
10455,-99.63989
10456,-99.67041
10457,-99.63989
10458,-99.57886
10459,-99.63989
10460,-99.63989
10461,-99.45679
10462,-99.609375
10463,-99.70093
10464,-99.63989
10465,-99.45679
10466,-99.823
10467,-99.63989
10468,-99.33472
10469,-99.76196
10470,-99.79248
10471,-99.39575
10472,-99.67041
10473,-99.609375
10474,-99.57886
10475,-99.63989
10476,-99.57886
10477,-99.67041
10478,-99.731445
10479,-99.57886
10480,-99.51782
10481,-99.51782
10482,-99.243164
10483,-99.823
10484,-99.609375
10485,-99.51782
10486,-99.27368
10487,-99.67041
10488,-99.63989
10489,-99.70093
10490,-99.67041
10491,-99.731445
10492,-99.67041
10493,-99.70093
10494,-99.51782
10495,-99.853516
10496,-99.79248
10497,-99.45679
10498,-99.609375
10499,-99.731445
10500,-99.70093
10501,-99.57886
10502,-99.63989
10503,-99.51782
10504,-99.609375
10505,-99.51782
10506,-99.67041
10507,-99.70093
10508,-99.45679
10509,-99.243164
10510,-99.39575
10511,-99.609375
10512,-99.67041
10513,-99.731445
10514,-99.609375
10515,-99.63989
10516,-99.70093
10517,-99.63989
10518,-99.63989
10519,-99.63989
10520,-99.63989
10521,-99.57886
10522,-99.33472
10523,-99.609375
10524,-99.609375
10525,-99.57886
10526,-99.57886
10527,-99.365234
10528,-99.67041
10529,-99.70093
10530,-99.63989
10531,-99.731445
10532,-99.70093
10533,-99.67041
10534,-99.487305
10535,-99.70093
10536,-99.823
10537,-99.63989
10538,-99.63989
10539,-99.853516
10540,-99.70093
10541,-99.67041
10542,-99.731445
10543,-99.57886
10544,-99.79248
10545,-99.67041
10546,-99.67041
10547,-99.33472
10548,-99.731445
10549,-99.57886
10550,-99.42627
10551,-99.21265
10552,-99.57886
10553,-99.57886
10554,-99.487305
10555,-99.70093
10556,-99.67041
10557,-99.63989
10558,-99.63989
10559,-99.57886
10560,-99.70093
10561,-99.51782
10562,-99.45679
10563,-99.45679
10564,-99.63989
10565,-99.731445
10566,-99.487305
10567,-99.609375
10568,-99.67041
10569,-99.63989
10570,-99.731445
10571,-99.63989
10572,-99.67041
10573,-99.70093
10574,-99.67041
10575,-99.67041
10576,-99.67041
10577,-99.63989
10578,-99.609375
10579,-99.609375
10580,-99.33472
10581,-99.70093
10582,-99.76196
10583,-99.67041
10584,-99.42627
10585,-99.45679
10586,-99.731445
10587,-99.487305
10588,-99.70093
10589,-99.609375
10590,-99.51782
10591,-99.3042
10592,-99.609375
10593,-99.51782
10594,-99.609375
10595,-99.63989
10596,-99.63989
10597,-99.609375
10598,-99.63989
10599,-99.63989
10600,-99.365234
10601,-99.3042
10602,-99.57886
10603,-99.67041
10604,-99.57886
10605,-99.45679
10606,-99.51782
10607,-99.63989
10608,-99.487305
10609,-99.21265
10610,-99.609375
10611,-99.487305
10612,-99.609375
10613,-99.63989
10614,-99.63989
10615,-99.70093
10616,-99.63989
10617,-99.63989
10618,-99.57886
10619,-99.45679
10620,-99.243164
10621,-99.731445
10622,-99.67041
10623,-99.63989
10624,-99.51782
10625,-99.18213
10626,-99.67041
10627,-99.70093
10628,-99.27368
10629,-99.79248
10630,-99.27368
10631,-99.45679
10632,-99.63989
10633,-99.63989
10634,-99.731445
10635,-99.70093
10636,-99.67041
10637,-99.63989
10638,-99.70093
10639,-99.70093
10640,-99.609375
10641,-99.51782
10642,-99.45679
10643,-99.487305
10644,-99.67041
10645,-99.63989
10646,-99.365234
10647,-99.67041
10648,-99.70093
10649,-99.67041
10650,-99.609375
10651,-99.70093
10652,-99.67041
10653,-99.63989
10654,-99.487305
10655,-99.63989
10656,-99.39575
10657,-99.70093
10658,-99.67041
10659,-99.70093
10660,-99.731445
10661,-99.57886
10662,-99.63989
10663,-99.70093
10664,-99.731445
10665,-99.731445
10666,-99.609375
10667,-99.67041
10668,-99.731445
10669,-99.67041
10670,-99.67041
10671,-99.63989
10672,-99.609375
10673,-99.76196
10674,-99.487305
10675,-99.57886
10676,-99.609375
10677,-99.63989
10678,-99.487305
10679,-99.487305
10680,-99.365234
10681,-99.731445
10682,-99.731445
10683,-99.70093
10684,-99.63989
10685,-99.39575
10686,-99.487305
10687,-99.67041
10688,-99.45679
10689,-99.609375
10690,-99.63989
10691,-99.67041
10692,-99.70093
10693,-99.70093
10694,-99.67041
10695,-99.70093
10696,-99.67041
10697,-99.731445
10698,-99.67041
10699,-99.67041
10700,-99.609375
10701,-99.63989
10702,-99.33472
10703,-99.63989
10704,-99.67041
10705,-99.57886
10706,-99.365234
10707,-99.731445
10708,-99.63989
10709,-99.609375
10710,-99.70093
10711,-99.70093
10712,-99.67041
10713,-99.731445
10714,-99.487305
10715,-99.51782
10716,-99.51782
10717,-99.51782
10718,-99.27368
10719,-99.27368
10720,-99.45679
10721,-99.79248
10722,-99.70093
10723,-99.63989
10724,-99.51782
10725,-99.243164
10726,-99.70093
10727,-99.67041
10728,-99.51782
10729,-99.79248
10730,-99.45679
10731,-99.63989
10732,-99.57886
10733,-99.57886
10734,-99.67041
10735,-99.67041
10736,-99.70093
10737,-99.63989
10738,-99.67041
10739,-99.63989
10740,-99.609375
10741,-99.42627
10742,-99.731445
10743,-99.45679
10744,-99.70093
10745,-99.609375
10746,-99.88403
10747,-99.67041
10748,-99.731445
10749,-99.70093
10750,-99.67041
10751,-99.70093
10752,-99.67041
10753,-99.70093
10754,-99.243164
10755,-99.27368
10756,-99.609375
10757,-99.57886
10758,-99.609375
10759,-99.63989
10760,-99.731445
10761,-99.63989
10762,-99.63989
10763,-99.609375
10764,-99.51782
10765,-99.33472
10766,-99.487305
10767,-99.63989
10768,-99.42627
10769,-99.42627
10770,-99.63989
10771,-99.57886
10772,-99.67041
10773,-99.67041
10774,-99.70093
10775,-99.67041
10776,-99.63989
10777,-99.63989
10778,-99.609375
10779,-99.67041
10780,-99.57886
10781,-99.609375
10782,-99.63989
10783,-99.63989
10784,-99.63989
10785,-99.67041
10786,-99.57886
10787,-99.42627
10788,-99.70093
10789,-99.70093
10790,-99.731445
10791,-99.33472
10792,-99.27368
10793,-99.487305
10794,-99.57886
10795,-99.51782
10796,-99.487305
10797,-99.63989
10798,-99.609375
10799,-99.63989
10800,-99.67041
10801,-99.365234
10802,-99.45679
10803,-99.823
10804,-99.70093
10805,-99.63989
10806,-99.51782
10807,-99.487305
10808,-99.63989
10809,-99.609375
10810,-99.51782
10811,-99.63989
10812,-99.57886
10813,-99.51782
10814,-99.45679
10815,-99.63989
10816,-99.67041
10817,-99.609375
10818,-99.70093
10819,-99.609375
10820,-99.731445
10821,-99.63989
10822,-99.57886
10823,-99.42627
10824,-99.487305
10825,-99.70093
10826,-99.609375
10827,-99.91455
10828,-99.67041
10829,-99.67041
10830,-99.67041
10831,-99.70093
10832,-99.67041
10833,-99.76196
10834,-99.67041
10835,-99.487305
10836,-99.609375
10837,-99.51782
10838,-99.70093
10839,-99.79248
10840,-99.67041
10841,-99.70093
10842,-99.67041
10843,-99.45679
10844,-99.823
10845,-99.731445
10846,-99.70093
10847,-99.63989
10848,-99.70093
10849,-99.70093
10850,-99.79248
10851,-99.57886
10852,-99.487305
10853,-99.3042
10854,-99.487305
10855,-99.42627
10856,-99.33472
10857,-99.57886
10858,-99.243164
10859,-99.57886
10860,-99.42627
10861,-99.70093
10862,-99.70093
10863,-99.67041
10864,-99.51782
10865,-99.365234
10866,-99.63989
10867,-99.609375
10868,-99.42627
10869,-99.67041
10870,-99.39575
10871,-99.39575
10872,-99.487305
10873,-99.67041
10874,-99.70093
10875,-99.67041
10876,-99.67041
10877,-99.731445
10878,-99.70093
10879,-99.67041
10880,-99.609375
10881,-99.487305
10882,-99.51782
10883,-99.70093
10884,-99.609375
10885,-99.39575
10886,-99.70093
10887,-99.67041
10888,-99.609375
10889,-99.42627
10890,-99.63989
10891,-99.609375
10892,-99.67041
10893,-99.63989
10894,-99.67041
10895,-99.67041
10896,-99.70093
10897,-99.731445
10898,-99.70093
10899,-99.57886
10900,-99.57886
10901,-99.243164
10902,-99.731445
10903,-99.63989
10904,-99.609375
10905,-99.63989
10906,-99.609375
10907,-99.63989
10908,-99.51782
10909,-99.45679
10910,-99.57886
10911,-99.63989
10912,-99.67041
10913,-99.63989
10914,-99.70093
10915,-99.67041
10916,-99.67041
10917,-99.70093
10918,-99.70093
10919,-99.67041
10920,-99.67041
10921,-99.67041
10922,-99.57886
10923,-99.39575
10924,-99.70093
10925,-99.70093
10926,-99.57886
10927,-99.70093
10928,-99.63989
10929,-99.63989
10930,-99.731445
10931,-99.823
10932,-99.63989
10933,-99.76196
10934,-99.609375
10935,-99.63989
10936,-99.609375
10937,-99.39575
10938,-99.365234
10939,-99.39575
10940,-99.45679
10941,-99.609375
10942,-99.67041
10943,-99.67041
10944,-99.51782
10945,-99.67041
10946,-99.70093
10947,-99.57886
10948,-99.42627
10949,-99.76196
10950,-99.42627
10951,-99.609375
10952,-99.609375
10953,-99.63989
10954,-99.67041
10955,-99.67041
10956,-99.67041
10957,-99.731445
10958,-99.70093
10959,-99.70093
10960,-99.63989
10961,-99.57886
10962,-99.57886
10963,-99.731445
10964,-99.70093
10965,-99.67041
10966,-99.63989
10967,-99.45679
10968,-99.67041
10969,-99.67041
10970,-99.70093
10971,-99.70093
10972,-99.51782
10973,-99.70093
10974,-99.42627
10975,-99.57886
10976,-99.39575
10977,-99.57886
10978,-99.39575
10979,-99.70093
10980,-99.487305
10981,-99.609375
10982,-99.609375
10983,-99.63989
10984,-99.45679
10985,-99.79248
10986,-99.67041
10987,-99.609375
10988,-99.51782
10989,-99.63989
10990,-99.67041
10991,-99.63989
10992,-99.70093
10993,-99.70093
10994,-99.70093
10995,-99.609375
10996,-99.67041
10997,-99.731445
10998,-99.70093
10999,-99.731445
11000,-99.57886
11001,-99.487305
11002,-99.39575
11003,-99.67041
11004,-99.57886
11005,-99.21265
11006,-99.63989
11007,-99.51782
11008,-99.51782
11009,-99.823
11010,-99.487305
11011,-99.45679
11012,-99.21265
11013,-99.487305
11014,-99.487305
11015,-99.51782
11016,-99.3042
11017,-99.70093
11018,-99.67041
11019,-99.57886
11020,-99.67041
11021,-99.63989
11022,-99.57886
11023,-99.365234
11024,-99.42627
11025,-99.67041
11026,-99.57886
11027,-99.27368
11028,-99.609375
11029,-99.609375
11030,-99.79248
11031,-99.609375
11032,-99.39575
11033,-99.63989
11034,-99.609375
11035,-99.487305
11036,-99.57886
11037,-99.609375
11038,-99.63989
11039,-99.609375
11040,-99.39575
11041,-99.63989
11042,-99.57886
11043,-99.63989
11044,-99.57886
11045,-99.243164
11046,-99.63989
11047,-99.67041
11048,-99.42627
11049,-99.63989
11050,-99.42627
11051,-99.51782
11052,-99.67041
11053,-99.67041
11054,-99.67041
11055,-99.70093
11056,-99.70093
11057,-99.70093
11058,-99.67041
11059,-99.609375
11060,-99.609375
11061,-99.39575
11062,-99.51782
11063,-99.67041
11064,-99.70093
11065,-99.57886
11066,-99.51782
11067,-99.70093
11068,-99.609375
11069,-99.63989
11070,-99.63989
11071,-99.70093
11072,-99.70093
11073,-99.51782
11074,-99.487305
11075,-99.51782
11076,-99.365234
11077,-99.67041
11078,-99.70093
11079,-99.51782
11080,-99.70093
11081,-99.70093
11082,-99.51782
11083,-99.731445
11084,-99.731445
11085,-99.63989
11086,-99.67041
11087,-99.76196
11088,-99.70093
11089,-99.67041
11090,-99.67041
11091,-99.823
11092,-99.67041
11093,-99.731445
11094,-99.63989
11095,-99.51782
11096,-99.51782
11097,-99.63989
11098,-99.79248
11099,-99.70093
11100,-99.70093
11101,-99.67041
11102,-99.609375
11103,-99.76196
11104,-99.79248
11105,-99.63989
11106,-99.487305
11107,-99.57886
11108,-99.609375
11109,-99.609375
11110,-99.70093
11111,-99.731445
11112,-99.67041
11113,-99.487305
11114,-99.63989
11115,-99.70093
11116,-99.63989
11117,-99.609375
11118,-99.67041
11119,-99.487305
11120,-99.57886
11121,-99.365234
11122,-99.76196
11123,-99.67041
11124,-99.609375
11125,-99.609375
11126,-99.57886
11127,-99.67041
11128,-99.51782
11129,-99.70093
11130,-99.70093
11131,-99.70093
11132,-99.67041
11133,-99.67041
11134,-99.70093
11135,-99.609375
11136,-99.67041
11137,-99.57886
11138,-99.731445
11139,-99.70093
11140,-99.67041
11141,-99.609375
11142,-99.609375
11143,-99.63989
11144,-99.67041
11145,-99.731445
11146,-99.45679
11147,-99.70093
11148,-99.63989
11149,-99.731445
11150,-99.70093
11151,-99.487305
11152,-99.76196
11153,-99.42627
11154,-99.609375
11155,-99.57886
11156,-99.57886
11157,-99.63989
11158,-99.88403
11159,-99.51782
11160,-99.823
11161,-99.63989
11162,-99.67041
11163,-99.57886
11164,-99.27368
11165,-99.70093
11166,-99.609375
11167,-99.609375
11168,-99.70093
11169,-99.67041
11170,-99.487305
11171,-99.88403
11172,-99.45679
11173,-99.67041
11174,-99.63989
11175,-99.57886
11176,-99.63989
11177,-99.57886
11178,-99.487305
11179,-99.57886
11180,-99.88403
11181,-99.731445
11182,-99.731445
11183,-99.70093
11184,-99.51782
11185,-99.33472
11186,-99.79248
11187,-99.67041
11188,-99.39575
11189,-99.39575
11190,-99.57886
11191,-99.609375
11192,-99.63989
11193,-99.67041
11194,-99.63989
11195,-99.609375
11196,-99.609375
11197,-99.70093
11198,-99.63989
11199,-99.67041
11200,-99.63989
11201,-99.67041
11202,-99.57886
11203,-99.63989
11204,-99.57886
11205,-99.731445
11206,-99.609375
11207,-99.365234
11208,-99.67041
11209,-99.731445
11210,-99.45679
11211,-99.823
11212,-99.39575
11213,-99.57886
11214,-99.57886
11215,-99.609375
11216,-99.57886
11217,-99.609375
11218,-99.57886
11219,-99.63989
11220,-99.609375
11221,-99.51782
11222,-99.609375
11223,-99.70093
11224,-99.63989
11225,-99.609375
11226,-99.609375
11227,-99.67041
11228,-99.63989
11229,-99.609375
11230,-99.67041
11231,-99.63989
11232,-99.63989
11233,-99.609375
11234,-99.731445
11235,-99.609375
11236,-99.70093
11237,-99.63989
11238,-99.57886
11239,-99.609375
11240,-99.70093
11241,-99.609375
11242,-99.70093
11243,-99.42627
11244,-99.76196
11245,-99.70093
11246,-99.63989
11247,-99.63989
11248,-99.57886
11249,-99.51782
11250,-99.67041
11251,-99.609375
11252,-99.609375
11253,-99.609375
11254,-99.63989
11255,-99.63989
11256,-99.609375
11257,-99.67041
11258,-99.609375
11259,-99.67041
11260,-99.487305
11261,-99.365234
11262,-99.731445
11263,-99.609375
11264,-99.609375
11265,-99.57886
11266,-99.731445
11267,-99.67041
11268,-99.57886
11269,-99.609375
11270,-99.67041
11271,-99.731445
11272,-99.731445
11273,-99.45679
11274,-99.45679
11275,-99.609375
11276,-99.70093
11277,-99.487305
11278,-99.365234
11279,-99.63989
11280,-99.70093
11281,-99.67041
11282,-99.609375
11283,-99.27368
11284,-99.609375
11285,-99.63989
11286,-99.365234
11287,-99.51782
11288,-99.609375
11289,-99.67041
11290,-99.70093
11291,-99.487305
11292,-99.57886
11293,-99.3042
11294,-99.487305
11295,-99.51782
11296,-99.39575
11297,-99.609375
11298,-99.487305
11299,-99.76196
11300,-99.63989
11301,-99.67041
11302,-99.67041
11303,-99.609375
11304,-99.63989
11305,-99.39575
11306,-99.67041
11307,-99.45679
11308,-99.76196
11309,-99.76196
11310,-99.609375
11311,-99.57886
11312,-99.63989
11313,-99.67041
11314,-99.70093
11315,-99.63989
11316,-99.70093
11317,-99.67041
11318,-99.70093
11319,-99.731445
11320,-99.67041
11321,-99.67041
11322,-99.67041
11323,-99.70093
11324,-99.79248
11325,-99.731445
11326,-99.63989
11327,-99.853516
11328,-99.70093
11329,-99.609375
11330,-99.42627
11331,-99.243164
11332,-99.487305
11333,-99.63989
11334,-99.63989
11335,-99.67041
11336,-99.63989
11337,-99.63989
11338,-99.609375
11339,-99.51782
11340,-99.487305
11341,-99.63989
11342,-99.67041
11343,-99.731445
11344,-99.63989
11345,-99.94507
11346,-99.731445
11347,-99.70093
11348,-99.487305
11349,-99.70093
11350,-99.67041
11351,-99.70093
11352,-99.70093
11353,-99.42627
11354,-99.67041
11355,-99.57886
11356,-99.823
11357,-99.70093
11358,-99.609375
11359,-99.45679
11360,-99.67041
11361,-99.63989
11362,-99.731445
11363,-99.63989
11364,-99.33472
11365,-99.91455
11366,-99.67041
11367,-99.63989
11368,-99.27368
11369,-99.63989
11370,-99.45679
11371,-99.57886
11372,-99.609375
11373,-99.67041
11374,-99.67041
11375,-99.67041
11376,-99.70093
11377,-99.731445
11378,-99.67041
11379,-99.67041
11380,-99.63989
11381,-99.57886
11382,-99.45679
11383,-99.70093
11384,-99.63989
11385,-99.57886
11386,-99.45679
11387,-99.51782
11388,-99.731445
11389,-99.731445
11390,-99.487305
11391,-99.51782
11392,-99.3042
11393,-99.51782
11394,-99.609375
11395,-99.57886
11396,-99.57886
11397,-99.57886
11398,-99.67041
11399,-99.609375
11400,-99.487305
11401,-99.609375
11402,-99.57886
11403,-99.70093
11404,-99.63989
11405,-99.487305
11406,-99.27368
11407,-99.67041
11408,-99.609375
11409,-99.63989
11410,-99.63989
11411,-99.63989
11412,-99.76196
11413,-99.243164
11414,-99.51782
11415,-99.365234
11416,-99.45679
11417,-99.39575
11418,-99.67041
11419,-99.67041
11420,-99.51782
11421,-99.57886
11422,-99.70093
11423,-99.609375
11424,-99.609375
11425,-99.243164
11426,-99.609375
11427,-99.609375
11428,-99.51782
11429,-99.45679
11430,-99.63989
11431,-99.63989
11432,-99.63989
11433,-99.823
11434,-99.609375
11435,-99.79248
11436,-99.243164
11437,-99.21265
11438,-99.79248
11439,-99.51782
11440,-99.609375
11441,-99.63989
11442,-99.67041
11443,-99.67041
11444,-99.3042
11445,-99.67041
11446,-99.70093
11447,-99.63989
11448,-99.3042
11449,-99.63989
11450,-99.63989
11451,-99.57886
11452,-99.70093
11453,-99.70093
11454,-99.70093
11455,-99.487305
11456,-99.731445
11457,-99.57886
11458,-99.609375
11459,-99.609375
11460,-99.63989
11461,-99.63989
11462,-99.51782
11463,-99.67041
11464,-99.731445
11465,-99.609375
11466,-99.63989
11467,-99.365234
11468,-99.487305
11469,-99.609375
11470,-99.3042
11471,-99.45679
11472,-99.63989
11473,-99.63989
11474,-99.67041
11475,-99.63989
11476,-99.63989
11477,-99.67041
11478,-99.70093
11479,-99.63989
11480,-99.63989
11481,-99.609375
11482,-99.67041
11483,-99.823
11484,-99.76196
11485,-99.731445
11486,-99.70093
11487,-99.3042
11488,-99.487305
11489,-99.57886
11490,-99.79248
11491,-99.487305
11492,-99.487305
11493,-99.67041
11494,-99.63989
11495,-99.70093
11496,-99.67041
11497,-99.70093
11498,-99.67041
11499,-99.63989
11500,-99.487305
11501,-99.57886
11502,-99.67041
11503,-99.70093
11504,-99.70093
11505,-99.51782
11506,-99.731445
11507,-99.70093
11508,-99.67041
11509,-99.731445
11510,-99.731445
11511,-99.63989
11512,-99.63989
11513,-99.21265
11514,-99.27368
11515,-99.609375
11516,-99.45679
11517,-99.609375
11518,-99.487305
11519,-99.76196
11520,-99.67041
11521,-99.70093
11522,-99.67041
11523,-99.57886
11524,-99.27368
11525,-99.70093
11526,-99.609375
11527,-99.27368
11528,-99.76196
11529,-99.63989
11530,-99.67041
11531,-99.70093
11532,-99.33472
11533,-99.487305
11534,-99.51782
11535,-99.609375
11536,-99.57886
11537,-99.57886
11538,-99.51782
11539,-99.45679
11540,-99.27368
11541,-99.39575
11542,-99.67041
11543,-99.67041
11544,-99.609375
11545,-99.79248
11546,-99.63989
11547,-99.63989
11548,-99.57886
11549,-99.63989
11550,-99.67041
11551,-99.609375
11552,-99.70093
11553,-99.79248
11554,-99.57886
11555,-99.67041
11556,-99.63989
11557,-99.70093
11558,-99.63989
11559,-99.67041
11560,-99.45679
11561,-99.63989
11562,-99.63989
11563,-99.51782
11564,-99.39575
11565,-99.823
11566,-99.70093
11567,-99.39575
11568,-99.365234
11569,-99.365234
11570,-99.39575
11571,-99.609375
11572,-99.63989
11573,-99.70093
11574,-99.63989
11575,-99.63989
11576,-99.57886
11577,-99.70093
11578,-99.63989
11579,-99.487305
11580,-99.365234
11581,-99.76196
11582,-99.67041
11583,-99.67041
11584,-99.57886
11585,-99.853516
11586,-99.70093
11587,-99.67041
11588,-99.57886
11589,-99.51782
11590,-99.63989
11591,-99.67041
11592,-99.67041
11593,-99.823
11594,-99.731445
11595,-99.63989
11596,-99.731445
11597,-99.67041
11598,-99.57886
11599,-99.609375
11600,-99.70093
11601,-99.63989
11602,-99.70093
11603,-99.45679
11604,-99.79248
11605,-99.67041
11606,-99.67041
11607,-99.243164
11608,-99.63989
11609,-99.67041
11610,-99.853516
11611,-99.487305
11612,-99.27368
11613,-99.42627
11614,-99.51782
11615,-99.609375
11616,-99.365234
11617,-99.67041
11618,-99.63989
11619,-99.70093
11620,-99.70093
11621,-99.731445
11622,-99.63989
11623,-99.63989
11624,-99.57886
11625,-99.70093
11626,-99.67041
11627,-99.3042
11628,-99.63989
11629,-99.45679
11630,-99.63989
11631,-99.45679
11632,-99.57886
11633,-99.63989
11634,-99.67041
11635,-99.70093
11636,-99.731445
11637,-99.67041
11638,-99.63989
11639,-99.57886
11640,-99.63989
11641,-99.45679
11642,-99.70093
11643,-99.76196
11644,-99.70093
11645,-99.45679
11646,-99.57886
11647,-99.731445
11648,-99.67041
11649,-99.67041
11650,-99.67041
11651,-99.70093
11652,-99.67041
11653,-99.487305
11654,-99.487305
11655,-99.63989
11656,-99.76196
11657,-99.63989
11658,-99.731445
11659,-99.487305
11660,-99.70093
11661,-99.67041
11662,-99.70093
11663,-99.57886
11664,-99.76196
11665,-99.731445
11666,-99.67041
11667,-99.63989
11668,-99.487305
11669,-99.365234
11670,-99.39575
11671,-99.51782
11672,-99.67041
11673,-99.70093
11674,-99.67041
11675,-99.63989
11676,-99.67041
11677,-99.731445
11678,-99.67041
11679,-99.63989
11680,-99.609375
11681,-99.609375
11682,-99.57886
11683,-99.70093
11684,-99.67041
11685,-99.609375
11686,-99.487305
11687,-99.67041
11688,-99.67041
11689,-99.67041
11690,-99.70093
11691,-99.51782
11692,-99.42627
11693,-99.57886
11694,-99.609375
11695,-99.63989
11696,-99.63989
11697,-99.67041
11698,-99.67041
11699,-99.57886
11700,-99.63989
11701,-99.63989
11702,-99.487305
11703,-99.67041
11704,-99.609375
11705,-99.365234
11706,-99.42627
11707,-99.609375
11708,-99.609375
11709,-99.67041
11710,-99.67041
11711,-99.67041
11712,-99.79248
11713,-99.487305
