,Shutter (mV)
17087,4931.3354
17088,4930.725
17089,4931.3354
17090,4930.725
17091,4931.3354
17092,4931.0303
17093,4931.3354
17094,4930.725
17095,4931.3354
17096,4931.3354
17097,4930.42
17098,4931.6406
17099,4930.725
17100,4931.6406
17101,4930.42
17102,4931.0303
17103,4931.6406
17104,4931.6406
17105,4931.3354
17106,4930.725
17107,4930.1147
17108,4931.6406
17109,4931.3354
17110,4930.725
17111,4930.1147
17112,4930.725
17113,4930.42
17114,4930.725
17115,4931.0303
17116,4931.0303
17117,4930.1147
17118,4931.3354
17119,4931.6406
17120,4931.0303
17121,4932.251
17122,4930.42
17123,4931.3354
17124,4931.3354
17125,4931.6406
17126,4931.3354
17127,4931.6406
17128,4931.6406
17129,4931.3354
17130,4931.3354
17131,4931.0303
17132,4930.42
17133,4931.0303
17134,4931.6406
17135,4931.3354
17136,4931.6406
17137,4932.251
17138,4930.42
17139,4930.725
17140,4931.3354
17141,4931.6406
17142,4931.3354
17143,4931.0303
17144,4931.0303
17145,4931.3354
17146,4930.725
17147,4931.0303
17148,4930.725
17149,4931.946
17150,4929.8096
17151,4930.1147
17152,4931.3354
17153,4930.42
17154,4931.0303
17155,4931.0303
17156,4931.6406
17157,4931.0303
17158,4930.725
17159,4931.3354
17160,4931.0303
17161,4931.0303
17162,4931.946
17163,4931.0303
17164,4931.0303
17165,4931.6406
17166,4931.0303
17167,4931.0303
17168,4930.725
17169,4931.6406
17170,4931.0303
17171,4931.0303
17172,4930.725
17173,4931.0303
17174,4930.725
17175,4931.3354
17176,4930.725
17177,4931.0303
17178,4931.3354
17179,4930.1147
17180,4931.6406
17181,4931.6406
17182,4931.6406
17183,4931.3354
17184,4931.6406
17185,4931.6406
17186,4931.3354
17187,4931.0303
17188,4931.0303
17189,4931.946
17190,4930.1147
17191,4932.251
17192,4930.42
17193,4931.0303
17194,4931.0303
17195,4930.725
17196,4930.1147
17197,4930.725
17198,4931.3354
17199,4931.0303
17200,4931.3354
17201,4931.3354
17202,4931.946
17203,4932.556
17204,4931.6406
17205,4931.0303
17206,4931.0303
17207,4931.3354
17208,4931.3354
17209,4930.42
17210,4931.946
17211,4931.6406
17212,4930.725
17213,4930.42
17214,4931.0303
17215,4931.6406
17216,4931.0303
17217,4931.0303
17218,4931.0303
17219,4931.0303
17220,4929.8096
17221,4931.3354
17222,4931.6406
17223,4931.0303
17224,4930.725
17225,4931.0303
17226,4930.725
17227,4931.6406
17228,4931.6406
17229,4931.0303
17230,4930.1147
17231,4931.3354
17232,4930.725
17233,4931.946
17234,4931.946
17235,4931.3354
17236,4931.6406
17237,4931.6406
17238,4931.0303
17239,4931.3354
17240,4931.3354
17241,4931.6406
17242,4930.42
17243,4930.725
17244,4931.0303
17245,4930.1147
17246,4931.946
17247,4931.0303
17248,4932.251
17249,4931.0303
17250,4931.6406
17251,4931.0303
17252,4930.725
17253,4931.3354
17254,4931.6406
17255,4931.946
17256,4931.6406
17257,4929.199
17258,4931.946
17259,4931.0303
17260,4930.42
17261,4931.946
17262,4931.0303
17263,4930.725
17264,4931.946
17265,4931.946
17266,4930.42
17267,4931.6406
17268,4930.725
17269,4931.6406
17270,4930.725
17271,4931.0303
17272,4931.0303
17273,4931.6406
17274,4931.0303
17275,4931.3354
17276,4931.0303
17277,4931.0303
17278,4931.0303
17279,4930.725
17280,4931.0303
17281,4931.3354
17282,4930.725
17283,4930.725
17284,4930.725
17285,4931.3354
17286,4931.0303
17287,4931.6406
17288,4931.0303
17289,4931.0303
17290,4931.0303
17291,4930.725
17292,4931.3354
17293,4931.6406
17294,4930.725
17295,4930.725
17296,4930.42
17297,4931.6406
17298,4931.0303
17299,4931.0303
17300,4931.6406
17301,4930.725
17302,4931.0303
17303,4931.3354
17304,4931.6406
17305,4931.3354
17306,4930.725
17307,4931.0303
17308,4931.946
17309,4931.6406
17310,4931.0303
17311,4930.42
17312,4930.42
17313,4930.725
17314,4931.3354
17315,4930.725
17316,4930.725
17317,4930.42
17318,4931.3354
17319,4930.42
17320,4930.725
17321,4929.8096
17322,4931.0303
17323,4931.0303
17324,4930.42
17325,4931.6406
17326,4931.3354
17327,4930.42
17328,4930.42
17329,4931.3354
17330,4931.0303
17331,4931.946
17332,4930.1147
17333,4931.0303
17334,4931.946
17335,4931.3354
17336,4932.251
17337,4931.3354
17338,4930.725
17339,4931.0303
17340,4931.3354
17341,4931.0303
17342,4930.1147
17343,4930.725
17344,4931.0303
17345,4931.0303
17346,4931.3354
17347,4931.3354
17348,4931.0303
17349,4931.0303
17350,4931.0303
17351,4930.725
17352,4930.725
17353,4931.0303
17354,4931.3354
17355,4931.3354
17356,4931.0303
17357,4929.8096
17358,4930.42
17359,4931.3354
17360,4931.0303
17361,4931.0303
17362,4931.946
17363,4930.42
17364,4930.42
17365,4931.3354
17366,4930.42
17367,4931.0303
17368,4932.556
17369,4930.725
17370,4930.725
17371,4930.725
17372,4931.3354
17373,4931.3354
17374,4931.6406
17375,4931.3354
17376,4931.3354
17377,4931.0303
17378,4931.6406
17379,4931.0303
17380,4931.0303
17381,4931.3354
17382,4932.556
17383,4931.3354
17384,4931.3354
17385,4930.42
17386,4931.946
17387,4931.6406
17388,4931.0303
17389,4931.0303
17390,4931.6406
17391,4931.3354
17392,4931.946
17393,4931.0303
17394,4931.0303
17395,4930.1147
17396,4931.3354
17397,4930.42
17398,4930.42
17399,4931.6406
17400,4931.946
17401,4931.3354
17402,4931.3354
17403,4931.6406
17404,4931.0303
17405,4931.946
17406,4931.6406
17407,4930.1147
17408,4931.0303
17409,4931.0303
17410,4931.3354
17411,4931.3354
17412,4931.0303
17413,4930.725
17414,4931.3354
17415,4930.42
17416,4931.6406
17417,4931.3354
17418,4931.6406
17419,4931.0303
17420,4931.0303
17421,4931.3354
17422,4931.0303
17423,4931.3354
17424,4931.6406
17425,4931.3354
17426,4931.0303
17427,4931.3354
17428,4930.42
17429,4931.0303
17430,4930.1147
17431,4931.0303
17432,4931.0303
17433,4931.0303
17434,4930.42
17435,4931.3354
17436,4931.3354
17437,4931.6406
17438,4932.556
17439,4931.3354
17440,4931.6406
17441,4931.0303
17442,4931.946
17443,4931.0303
17444,4930.725
17445,4931.946
17446,4931.3354
17447,4931.0303
17448,4931.3354
17449,4931.946
17450,4931.0303
17451,4930.725
17452,4929.8096
17453,4931.6406
17454,4931.3354
17455,4931.0303
17456,4931.6406
17457,4931.0303
17458,4930.725
17459,4931.6406
17460,4931.3354
17461,4931.6406
17462,4930.42
17463,4930.42
17464,4931.3354
17465,4931.0303
17466,4931.0303
17467,4931.3354
17468,4931.0303
17469,4930.725
17470,4931.3354
17471,4930.725
17472,4931.3354
17473,4930.725
17474,4931.0303
17475,4931.6406
17476,4930.725
17477,4930.725
17478,4931.6406
17479,4931.0303
17480,4930.42
17481,4931.3354
17482,4930.725
17483,4930.725
17484,4931.0303
17485,4931.6406
17486,4931.0303
17487,4931.3354
17488,4931.0303
17489,4930.42
17490,4931.3354
17491,4931.3354
17492,4931.3354
17493,4931.0303
17494,4931.0303
17495,4930.1147
17496,4930.725
17497,4930.42
17498,4931.946
17499,4931.3354
17500,4930.1147
17501,4930.1147
17502,4931.0303
17503,4931.3354
17504,4930.42
17505,4931.946
17506,4931.3354
17507,4931.3354
17508,4931.3354
17509,4931.6406
17510,4931.6406
17511,4931.0303
17512,4931.6406
17513,4930.725
17514,4931.3354
17515,4930.1147
17516,4931.6406
17517,4930.42
17518,4930.42
17519,4931.0303
17520,4931.6406
17521,4931.0303
17522,4930.42
17523,4931.946
17524,4931.0303
17525,4931.3354
17526,4930.1147
17527,4931.3354
17528,4931.6406
17529,4931.3354
17530,4931.6406
17531,4931.0303
17532,4930.725
17533,4929.8096
17534,4931.0303
17535,4931.0303
17536,4931.3354
17537,4930.42
17538,4931.0303
17539,4931.3354
17540,4931.946
17541,4931.0303
17542,4931.3354
17543,4930.725
17544,4931.3354
17545,4930.725
17546,4930.42
17547,4931.6406
17548,4930.725
17549,4930.725
17550,4931.0303
17551,4930.42
17552,4931.946
17553,4930.725
17554,4931.6406
17555,4931.3354
17556,4931.3354
17557,4931.6406
17558,4930.725
17559,4930.725
17560,4931.3354
17561,4930.725
17562,4930.42
17563,4930.42
17564,4930.42
17565,4931.3354
17566,4931.0303
17567,4930.42
17568,4930.725
17569,4931.3354
17570,4931.0303
17571,4930.725
17572,4931.946
17573,4931.3354
17574,4931.6406
17575,4931.0303
17576,4931.0303
17577,4930.725
17578,4931.946
17579,4931.6406
17580,4931.3354
17581,4930.725
17582,4930.42
17583,4931.3354
17584,4932.556
17585,4931.0303
17586,4930.42
17587,4930.725
17588,4930.725
17589,4931.3354
17590,4931.6406
17591,4931.3354
17592,4931.0303
17593,4931.3354
17594,4931.6406
17595,4930.42
17596,4931.3354
17597,4930.42
17598,4930.725
17599,4930.42
17600,4931.3354
17601,4931.0303
17602,4931.0303
17603,4930.725
17604,4931.3354
17605,4931.0303
17606,4930.725
17607,4930.1147
17608,4931.0303
17609,4931.6406
17610,4931.0303
17611,4929.5044
17612,4930.1147
17613,4931.3354
17614,4931.3354
17615,4932.8613
17616,4931.3354
17617,4931.3354
17618,4931.3354
17619,4931.6406
17620,4930.42
17621,4931.3354
17622,4931.0303
17623,4931.6406
17624,4931.3354
17625,4931.0303
17626,4931.6406
17627,4932.556
17628,4931.0303
17629,4930.725
17630,4931.0303
17631,4931.6406
17632,4930.725
17633,4931.6406
17634,4931.0303
17635,4931.0303
17636,4930.725
17637,4931.3354
17638,4930.725
17639,4931.0303
17640,4930.725
17641,4931.0303
17642,4931.0303
17643,4931.0303
17644,4931.3354
17645,4930.1147
17646,4931.0303
17647,4931.3354
17648,4931.0303
17649,4931.0303
17650,4931.6406
17651,4931.946
17652,4931.6406
17653,4930.42
17654,4931.0303
17655,4931.3354
17656,4931.3354
17657,4930.725
17658,4930.42
17659,4931.6406
17660,4931.3354
17661,4931.0303
17662,4931.0303
17663,4930.725
17664,4931.0303
17665,4931.0303
17666,4931.6406
17667,4931.3354
17668,4931.6406
17669,4931.6406
17670,4931.0303
17671,4930.42
17672,4931.0303
17673,4931.6406
17674,4931.0303
17675,4931.946
17676,4931.3354
17677,4931.3354
17678,4931.3354
17679,4931.0303
17680,4931.946
17681,4929.8096
17682,4930.725
17683,4930.725
17684,4931.3354
17685,4931.946
17686,4930.725
17687,4931.3354
17688,4930.42
17689,4930.1147
17690,4931.946
17691,4930.725
17692,4930.725
17693,4931.3354
17694,4931.0303
17695,4930.42
17696,4930.725
17697,4931.0303
17698,4930.1147
17699,4930.42
17700,4931.6406
17701,4931.3354
17702,4931.3354
17703,4929.199
17704,4930.725
17705,4931.6406
17706,4931.0303
17707,4931.0303
17708,4931.0303
17709,4931.3354
17710,4930.725
17711,4931.946
17712,4931.6406
17713,4930.725
17714,4931.3354
17715,4931.3354
17716,4930.725
17717,4930.725
17718,4930.725
17719,4932.251
17720,4931.0303
17721,4931.3354
17722,4930.725
17723,4931.6406
17724,4931.3354
17725,4930.725
17726,4931.0303
17727,4930.42
17728,4931.946
17729,4931.0303
17730,4931.946
17731,4930.725
17732,4930.42
17733,4931.6406
17734,4931.6406
17735,4931.0303
17736,4931.0303
17737,4931.0303
17738,4931.0303
17739,4930.725
17740,4931.0303
17741,4931.0303
17742,4931.6406
17743,4930.725
17744,4930.725
17745,4930.725
17746,4932.251
17747,4931.0303
17748,4930.725
17749,4931.0303
17750,4931.0303
17751,4930.42
17752,4931.0303
17753,4930.725
17754,4931.3354
17755,4931.946
17756,4931.3354
17757,4930.725
17758,4931.3354
17759,4931.3354
17760,4931.0303
17761,4931.6406
17762,4931.3354
17763,4930.42
17764,4931.0303
17765,4931.3354
17766,4931.0303
17767,4930.725
17768,4931.0303
17769,4931.3354
17770,4931.0303
17771,4931.3354
17772,4931.0303
17773,4931.3354
17774,4931.0303
17775,4931.6406
17776,4931.0303
17777,4930.725
17778,4931.0303
17779,4931.0303
17780,4931.3354
17781,4930.1147
17782,4931.0303
17783,4931.6406
17784,4931.3354
17785,4931.3354
17786,4931.3354
17787,4931.3354
17788,4930.725
17789,4931.3354
17790,4930.42
17791,4931.0303
17792,4930.725
17793,4931.0303
17794,4931.0303
17795,4931.0303
17796,4931.0303
17797,4931.3354
17798,4931.6406
17799,4930.725
17800,4931.3354
17801,4931.0303
17802,4931.0303
17803,4930.1147
17804,4931.3354
17805,4931.6406
17806,4931.6406
17807,4930.42
17808,4931.0303
17809,4931.3354
17810,4930.725
17811,4931.6406
17812,4931.946
17813,4931.0303
17814,4931.0303
17815,4930.725
17816,4931.3354
17817,4930.725
17818,4930.725
17819,4931.0303
17820,4931.6406
17821,4931.6406
17822,4930.725
17823,4931.6406
17824,4931.6406
17825,4931.3354
17826,4931.3354
17827,4931.3354
17828,4931.6406
17829,4931.0303
17830,4931.0303
17831,4931.0303
17832,4931.3354
17833,4931.946
17834,4931.0303
17835,4931.946
17836,4930.725
17837,4931.3354
17838,4931.6406
17839,4931.0303
17840,4931.0303
17841,4931.6406
17842,4931.3354
17843,4931.3354
17844,4930.725
17845,4931.6406
17846,4929.5044
17847,4931.0303
17848,4931.0303
17849,4930.725
17850,4931.0303
17851,4931.0303
17852,4931.3354
17853,4930.725
17854,4931.3354
17855,4931.6406
17856,4930.42
17857,4930.42
17858,4930.42
17859,4931.3354
17860,4931.0303
17861,4931.6406
17862,4932.556
17863,4930.42
17864,4931.3354
17865,4931.946
17866,4929.8096
17867,4931.0303
17868,4931.946
17869,4931.6406
17870,4931.0303
17871,4931.6406
17872,4931.3354
17873,4931.946
17874,4931.3354
17875,4930.725
17876,4931.0303
17877,4931.3354
17878,4931.946
17879,4932.251
17880,4930.725
17881,4931.0303
17882,4929.199
17883,4931.3354
17884,4931.6406
17885,4931.3354
17886,4931.0303
17887,4931.6406
17888,4931.3354
17889,4931.3354
17890,4930.1147
17891,4931.0303
17892,4931.0303
17893,4931.0303
17894,4930.725
17895,4931.3354
17896,4931.946
17897,4931.946
17898,4931.0303
17899,4931.3354
17900,4931.0303
17901,4931.0303
17902,4930.725
17903,4931.0303
17904,4931.0303
17905,4931.946
17906,4931.3354
17907,4931.0303
17908,4931.0303
17909,4930.42
17910,4931.6406
17911,4932.251
17912,4931.3354
17913,4931.3354
17914,4931.3354
17915,4931.6406
17916,4930.1147
17917,4931.3354
17918,4931.6406
17919,4931.6406
17920,4930.725
17921,4932.251
17922,4931.3354
17923,4930.725
17924,4930.725
17925,4931.3354
17926,4930.42
17927,4931.0303
17928,4930.1147
17929,4931.946
17930,4931.0303
17931,4931.3354
17932,4932.556
17933,4931.3354
17934,4930.725
17935,4931.0303
17936,4930.725
17937,4930.725
17938,4930.42
17939,4931.0303
17940,4931.3354
17941,4931.0303
17942,4931.0303
17943,4931.3354
17944,4931.3354
17945,4931.0303
17946,4931.3354
17947,4931.3354
17948,4931.946
17949,4931.3354
17950,4931.3354
17951,4931.0303
17952,4931.6406
17953,4930.725
17954,4931.3354
17955,4931.0303
17956,4930.42
17957,4930.725
17958,4930.725
17959,4931.3354
17960,4931.946
17961,4930.42
17962,4930.1147
17963,4931.946
17964,4930.42
17965,4930.1147
17966,4931.3354
17967,4931.3354
17968,4929.199
17969,4931.3354
17970,4930.725
17971,4931.6406
17972,4931.0303
17973,4930.725
17974,4931.6406
17975,4931.3354
17976,4930.725
17977,4931.6406
17978,4931.0303
17979,4931.3354
17980,4929.8096
17981,4931.0303
17982,4931.3354
17983,4930.725
17984,4931.0303
17985,4931.3354
17986,4931.946
17987,4930.725
17988,4931.0303
17989,4931.0303
17990,4929.8096
17991,4931.946
17992,4931.3354
17993,4931.6406
17994,4931.3354
17995,4931.0303
17996,4931.0303
17997,4931.3354
17998,4931.3354
17999,4931.0303
18000,4931.6406
18001,4930.725
18002,4931.6406
18003,4930.725
18004,4930.42
18005,4931.0303
18006,4931.946
18007,4930.1147
18008,4930.42
18009,4931.0303
18010,4931.3354
18011,4931.0303
18012,4931.3354
18013,4930.725
18014,4930.725
18015,4931.0303
18016,4930.725
18017,4931.0303
18018,4931.0303
18019,4931.0303
18020,4931.0303
18021,4931.3354
18022,4931.3354
18023,4931.3354
18024,4931.6406
18025,4931.6406
18026,4930.725
18027,4930.725
18028,4931.0303
18029,4931.6406
18030,4931.6406
18031,4931.3354
18032,4931.0303
18033,4930.725
18034,4931.3354
18035,4931.3354
18036,4930.725
18037,4931.0303
18038,4931.0303
18039,4931.6406
18040,4932.251
18041,4930.725
18042,4931.946
18043,4931.3354
18044,4930.725
18045,4930.1147
18046,4931.6406
18047,4931.3354
18048,4931.946
18049,4931.3354
18050,4931.0303
18051,4931.3354
18052,4932.556
18053,4930.725
18054,4930.725
18055,4931.3354
18056,4931.3354
18057,4931.3354
18058,4930.725
18059,4930.725
18060,4931.0303
18061,4931.3354
18062,4931.3354
18063,4930.725
18064,4930.1147
18065,4930.725
18066,4931.0303
18067,4931.0303
18068,4931.3354
18069,4931.0303
18070,4931.6406
18071,4931.3354
18072,4931.3354
18073,4930.42
18074,4931.946
18075,4931.946
18076,4932.251
18077,4930.725
18078,4931.3354
18079,4932.251
18080,4931.0303
18081,4931.3354
18082,4930.725
18083,4931.946
18084,4931.0303
18085,4929.8096
18086,4931.3354
18087,4930.42
18088,4931.6406
18089,4930.725
18090,4931.0303
18091,4930.42
18092,4931.3354
18093,4931.0303
18094,4931.3354
18095,4932.251
18096,4931.3354
18097,4930.42
18098,4931.6406
18099,4931.3354
18100,4931.946
18101,4931.946
18102,4931.6406
18103,4931.6406
18104,4930.725
18105,4928.2837
18106,4930.42
18107,4930.42
18108,4931.3354
18109,4932.8613
18110,4931.3354
18111,4929.8096
18112,4930.42
18113,4931.6406
18114,4931.0303
18115,4931.946
18116,4931.946
18117,4931.0303
18118,4931.0303
18119,4931.0303
18120,4931.0303
18121,4930.725
18122,4930.725
18123,4931.3354
18124,4931.6406
18125,4931.6406
18126,4930.725
18127,4931.0303
18128,4931.0303
18129,4931.0303
18130,4931.3354
18131,4931.0303
18132,4930.42
18133,4931.6406
18134,4931.6406
18135,4931.0303
18136,4931.3354
18137,4931.0303
18138,4931.3354
18139,4931.6406
18140,4931.3354
18141,4931.0303
18142,4931.3354
18143,4931.6406
18144,4931.946
18145,4931.0303
18146,4930.42
18147,4931.3354
18148,4931.946
18149,4931.946
18150,4932.251
18151,4931.0303
18152,4931.0303
18153,4931.0303
18154,4931.6406
18155,4930.725
18156,4931.6406
18157,4931.0303
18158,4930.725
18159,4930.725
18160,4930.725
18161,4931.6406
18162,4931.6406
18163,4930.42
18164,4930.42
18165,4931.0303
18166,4932.251
18167,4931.6406
18168,4930.725
18169,4931.3354
18170,4931.3354
18171,4930.725
18172,4930.725
18173,4931.0303
18174,4931.0303
18175,4931.0303
18176,4932.251
18177,4931.3354
18178,4930.42
18179,4932.251
18180,4930.42
18181,4931.6406
18182,4930.725
18183,4931.3354
18184,4930.725
18185,4930.725
18186,4930.725
18187,4931.0303
18188,4931.3354
18189,4931.3354
18190,4931.0303
18191,4931.3354
18192,4931.3354
18193,4931.0303
18194,4931.0303
18195,4931.3354
18196,4931.946
18197,4931.6406
18198,4931.3354
18199,4931.3354
18200,4931.3354
18201,4931.0303
18202,4931.0303
18203,4931.6406
18204,4931.0303
18205,4931.0303
18206,4931.3354
18207,4931.946
18208,4931.6406
18209,4930.1147
18210,4928.589
18211,4931.3354
18212,4931.0303
18213,4930.725
18214,4931.0303
18215,4931.3354
18216,4931.0303
18217,4931.0303
18218,4930.725
18219,4930.42
18220,4930.725
18221,4931.3354
18222,4932.251
18223,4930.725
18224,4931.3354
18225,4932.251
18226,4931.6406
18227,4931.3354
18228,4931.6406
18229,4931.3354
18230,4932.8613
18231,4930.725
18232,4931.0303
18233,4931.3354
18234,4931.6406
18235,4931.3354
18236,4930.725
18237,4932.251
18238,4930.42
18239,4931.3354
18240,4931.6406
18241,4931.3354
18242,4931.6406
18243,4931.6406
18244,4931.0303
18245,4930.1147
18246,4931.3354
18247,4930.725
18248,4931.6406
18249,4931.0303
18250,4931.0303
18251,4931.3354
18252,4931.6406
18253,4930.725
18254,4931.6406
18255,4931.0303
18256,4931.3354
18257,4931.0303
18258,4931.3354
18259,4930.1147
18260,4931.0303
18261,4930.725
18262,4930.725
18263,4930.42
18264,4930.42
18265,4931.3354
18266,4931.946
18267,4930.42
18268,4931.3354
18269,4931.3354
18270,4930.725
18271,4931.3354
18272,4931.0303
18273,4930.42
18274,4931.0303
18275,4931.6406
18276,4930.42
18277,4931.0303
18278,4931.3354
18279,4931.946
18280,4931.6406
18281,4930.725
18282,4931.946
18283,4930.42
18284,4930.725
18285,4930.725
18286,4931.946
18287,4932.251
18288,4930.42
18289,4931.0303
18290,4931.3354
18291,4930.725
18292,4931.3354
18293,4931.6406
18294,4931.0303
18295,4930.42
18296,4931.0303
18297,4931.3354
18298,4931.6406
18299,4930.42
18300,4931.0303
18301,4930.42
18302,4930.725
18303,4930.725
18304,4931.946
18305,4930.1147
18306,4930.725
18307,4931.0303
18308,4931.3354
18309,4931.0303
18310,4930.1147
18311,4930.725
18312,4931.3354
18313,4931.3354
18314,4931.6406
18315,4931.3354
18316,4931.0303
18317,4931.6406
18318,4931.0303
18319,4931.946
18320,4930.725
18321,4931.3354
18322,4931.3354
18323,4931.6406
18324,4931.3354
18325,4931.6406
18326,4930.725
18327,4930.42
18328,4931.0303
18329,4931.0303
18330,4931.0303
18331,4930.42
18332,4930.1147
18333,4931.3354
18334,4931.0303
18335,4931.0303
18336,4931.3354
18337,4931.0303
18338,4930.42
18339,4930.725
18340,4931.0303
18341,4931.0303
18342,4931.0303
18343,4931.3354
18344,4930.725
18345,4930.725
18346,4930.725
18347,4930.725
18348,4931.3354
18349,4931.0303
18350,4931.3354
18351,4930.725
18352,4930.725
18353,4931.6406
18354,4931.6406
18355,4931.0303
18356,4932.556
18357,4930.725
18358,4931.0303
18359,4931.0303
18360,4931.6406
18361,4931.3354
18362,4931.0303
18363,4931.946
18364,4931.6406
18365,4931.0303
18366,4931.0303
18367,4931.0303
18368,4931.3354
18369,4931.3354
18370,4931.0303
18371,4931.946
18372,4931.6406
18373,4931.3354
18374,4931.6406
18375,4931.946
18376,4930.42
18377,4929.8096
18378,4930.42
18379,4930.725
18380,4931.6406
18381,4931.0303
18382,4930.42
18383,4931.946
18384,4931.0303
18385,4931.0303
18386,4931.3354
18387,4931.3354
18388,4930.1147
18389,4932.251
18390,4930.42
18391,4931.6406
18392,4931.0303
18393,4931.6406
18394,4931.0303
18395,4930.725
18396,4931.3354
18397,4931.0303
18398,4931.0303
18399,4930.725
18400,4931.3354
18401,4931.3354
18402,4931.6406
18403,4931.3354
18404,4931.3354
18405,4931.3354
18406,4931.6406
18407,4930.725
18408,4931.3354
18409,4931.3354
18410,4931.3354
18411,4930.42
18412,4930.725
18413,4931.6406
18414,4931.6406
18415,4930.725
18416,4931.3354
18417,4932.556
18418,4931.0303
18419,4930.725
18420,4931.0303
18421,4931.3354
18422,4930.1147
18423,4931.0303
18424,4931.0303
18425,4931.6406
18426,4932.251
18427,4930.1147
18428,4930.42
18429,4931.3354
18430,4930.725
18431,4931.0303
18432,4931.3354
18433,4931.0303
18434,4931.0303
18435,4931.6406
18436,4931.0303
18437,4931.946
18438,4930.725
18439,4931.6406
18440,4931.6406
18441,4931.0303
18442,4931.3354
18443,4931.3354
18444,4931.6406
18445,4931.6406
18446,4931.3354
18447,4931.0303
18448,4931.6406
18449,4931.0303
18450,4931.3354
18451,4931.0303
18452,4930.725
18453,4931.0303
18454,4931.0303
18455,4930.725
18456,4931.3354
18457,4931.0303
18458,4931.3354
18459,4930.725
18460,4930.1147
18461,4931.3354
18462,4931.0303
18463,4930.725
18464,4930.725
18465,4931.0303
18466,4931.3354
18467,4931.3354
18468,4930.42
18469,4931.3354
18470,4930.725
18471,4931.3354
18472,4930.42
18473,4931.0303
18474,4931.6406
18475,4931.3354
18476,4931.3354
18477,4931.0303
18478,4931.3354
18479,4931.6406
18480,4931.946
18481,4931.946
18482,4931.6406
18483,4931.0303
18484,4930.725
18485,4931.3354
18486,4931.6406
18487,4931.3354
18488,4930.725
18489,4931.0303
18490,4931.0303
18491,4931.3354
18492,4931.6406
18493,4931.0303
18494,4931.0303
18495,4931.6406
18496,4931.6406
18497,4931.0303
18498,4931.6406
18499,4931.946
18500,4931.3354
18501,4930.1147
18502,4932.251
18503,4931.0303
18504,4931.6406
18505,4931.0303
18506,4931.0303
18507,4931.0303
18508,4930.725
18509,4931.3354
18510,4931.0303
18511,4931.6406
18512,4931.3354
18513,4931.0303
18514,4930.42
18515,4930.725
18516,4931.0303
18517,4931.6406
18518,4931.6406
18519,4931.0303
18520,4930.42
18521,4931.0303
18522,4931.3354
18523,4931.3354
18524,4931.3354
18525,4931.3354
18526,4931.0303
18527,4931.3354
18528,4931.0303
18529,4931.0303
18530,4930.42
18531,4931.6406
18532,4929.199
18533,4931.3354
18534,4930.725
18535,4931.6406
18536,4931.6406
18537,4931.0303
18538,4930.42
18539,4930.42
18540,4932.251
18541,4931.0303
18542,4930.725
18543,4931.0303
18544,4930.725
18545,4930.42
18546,4928.589
18547,4930.725
18548,4931.6406
18549,4931.6406
18550,4930.42
18551,4931.0303
18552,4930.1147
18553,4931.3354
18554,4930.725
18555,4930.725
18556,4931.946
18557,4930.725
18558,4930.725
18559,4931.3354
18560,4931.3354
18561,4930.42
18562,4930.725
18563,4931.0303
18564,4931.3354
18565,4931.3354
18566,4932.251
18567,4930.725
18568,4931.0303
18569,4931.946
18570,4931.6406
18571,4931.3354
18572,4930.725
18573,4931.3354
18574,4931.6406
18575,4930.725
18576,4931.3354
18577,4931.3354
18578,4930.725
18579,4931.0303
18580,4931.6406
18581,4931.0303
18582,4930.725
18583,4931.0303
18584,4931.3354
18585,4931.0303
18586,4930.725
18587,4930.725
18588,4932.556
18589,4931.0303
18590,4930.725
18591,4930.725
18592,4931.6406
18593,4931.3354
18594,4930.725
18595,4930.725
18596,4930.725
18597,4931.3354
18598,4930.42
18599,4930.725
18600,4930.42
18601,4930.42
18602,4931.946
18603,4932.8613
18604,4930.725
18605,4930.725
18606,4930.725
18607,4930.1147
18608,4930.725
18609,4931.6406
18610,4931.0303
18611,4931.6406
18612,4931.3354
18613,4930.725
18614,4931.0303
18615,4931.0303
18616,4931.3354
18617,4930.725
18618,4930.725
18619,4930.725
18620,4931.0303
18621,4931.3354
18622,4930.725
18623,4930.725
18624,4930.725
18625,4930.42
18626,4931.0303
18627,4931.6406
18628,4930.42
18629,4931.6406
18630,4931.3354
18631,4930.725
18632,4930.725
18633,4930.725
18634,4931.3354
18635,4931.6406
18636,4931.0303
18637,4931.3354
18638,4930.42
18639,4930.725
18640,4932.251
18641,4931.0303
18642,4931.0303
18643,4931.0303
18644,4931.6406
18645,4931.0303
18646,4931.3354
18647,4931.3354
18648,4931.3354
18649,4930.725
18650,4930.42
18651,4930.725
18652,4931.0303
18653,4931.3354
18654,4930.725
18655,4931.3354
18656,4931.6406
18657,4930.42
18658,4931.0303
18659,4931.3354
18660,4930.725
18661,4931.6406
18662,4931.3354
18663,4931.6406
18664,4931.3354
18665,4930.1147
18666,4930.725
18667,4930.725
18668,4931.0303
18669,4931.6406
18670,4930.1147
18671,4930.725
18672,4930.725
18673,4932.8613
18674,4930.725
18675,4931.0303
18676,4931.6406
18677,4931.0303
18678,4931.3354
18679,4931.3354
18680,4931.3354
18681,4931.6406
18682,4930.725
18683,4930.725
18684,4932.251
18685,4931.3354
18686,4931.6406
18687,4931.3354
18688,4931.6406
18689,4930.1147
18690,4931.0303
18691,4931.3354
18692,4931.946
18693,4931.0303
18694,4931.6406
18695,4930.725
18696,4929.8096
18697,4931.946
18698,4930.42
18699,4930.725
18700,4930.725
