,Shutter (mV)
4968,4931.0303
4969,4930.42
4970,4931.0303
4971,4930.42
4972,4931.946
4973,4931.3354
4974,4930.725
4975,4929.8096
4976,4932.251
4977,4930.1147
4978,4931.946
4979,4931.6406
4980,4930.42
4981,4932.556
4982,4931.0303
4983,4931.3354
4984,4931.3354
4985,4931.0303
4986,4932.251
4987,4931.3354
4988,4930.725
4989,4930.725
4990,4930.42
4991,4931.6406
4992,4931.0303
4993,4930.42
4994,4931.3354
4995,4931.6406
4996,4931.3354
4997,4931.6406
4998,4931.3354
4999,4930.725
5000,4931.0303
5001,4931.0303
5002,4931.3354
5003,4931.6406
5004,4931.3354
5005,4931.0303
5006,4930.725
5007,4931.3354
5008,4931.3354
5009,4931.946
5010,4930.725
5011,4932.251
5012,4931.0303
5013,4931.0303
5014,4931.946
5015,4931.6406
5016,4931.3354
5017,4930.42
5018,4931.0303
5019,4930.725
5020,4931.3354
5021,4930.725
5022,4930.725
5023,4931.946
5024,4930.1147
5025,4931.946
5026,4931.6406
5027,4931.0303
5028,4931.3354
5029,4930.725
5030,4931.6406
5031,4930.725
5032,4931.6406
5033,4931.946
5034,4931.0303
5035,4930.725
5036,4931.3354
5037,4931.3354
5038,4931.0303
5039,4931.0303
5040,4931.6406
5041,4931.6406
5042,4931.3354
5043,4930.42
5044,4931.3354
5045,4931.946
5046,4931.3354
5047,4929.199
5048,4931.0303
5049,4930.42
5050,4931.3354
5051,4932.556
5052,4931.3354
5053,4930.42
5054,4931.0303
5055,4931.6406
5056,4930.1147
5057,4930.725
5058,4930.725
5059,4930.725
5060,4929.8096
5061,4930.725
5062,4931.6406
5063,4930.725
5064,4931.0303
5065,4931.0303
5066,4931.0303
5067,4931.6406
5068,4930.42
5069,4931.0303
5070,4930.42
5071,4931.6406
5072,4931.3354
5073,4931.6406
5074,4930.725
5075,4930.42
5076,4931.3354
5077,4931.0303
5078,4931.6406
5079,4931.0303
5080,4931.0303
5081,4931.0303
5082,4931.6406
5083,4931.946
5084,4930.42
5085,4931.3354
5086,4931.6406
5087,4931.6406
5088,4931.6406
5089,4931.3354
5090,4931.3354
5091,4931.3354
5092,4930.725
5093,4930.725
5094,4931.0303
5095,4931.0303
5096,4931.0303
5097,4930.42
5098,4930.42
5099,4930.725
5100,4931.3354
5101,4930.725
5102,4930.725
5103,4931.0303
5104,4930.42
5105,4931.3354
5106,4930.1147
5107,4931.0303
5108,4931.0303
5109,4930.725
5110,4931.3354
5111,4931.0303
5112,4931.0303
5113,4931.0303
5114,4931.6406
5115,4931.0303
5116,4931.0303
5117,4931.946
5118,4931.0303
5119,4931.6406
5120,4932.251
5121,4931.3354
5122,4931.3354
5123,4931.6406
5124,4931.0303
5125,4931.0303
5126,4931.0303
5127,4931.6406
5128,4931.946
5129,4931.3354
5130,4930.42
5131,4930.42
5132,4931.946
5133,4931.3354
5134,4931.0303
5135,4931.0303
5136,4931.0303
5137,4931.0303
5138,4931.0303
5139,4930.725
5140,4931.6406
5141,4931.3354
5142,4930.42
5143,4931.0303
5144,4931.0303
5145,4931.3354
5146,4931.0303
5147,4930.42
5148,4931.0303
5149,4929.8096
5150,4930.725
5151,4931.6406
5152,4931.946
5153,4931.0303
5154,4931.6406
5155,4931.0303
5156,4931.0303
5157,4931.0303
5158,4931.6406
5159,4930.725
5160,4931.0303
5161,4931.6406
5162,4930.725
5163,4931.3354
5164,4931.3354
5165,4932.251
5166,4930.725
5167,4931.6406
5168,4931.6406
5169,4930.725
5170,4931.6406
5171,4929.199
5172,4931.3354
5173,4930.725
5174,4931.3354
5175,4930.42
5176,4931.0303
5177,4931.0303
5178,4931.3354
5179,4931.0303
5180,4931.0303
5181,4930.725
5182,4932.556
5183,4931.6406
5184,4930.725
5185,4931.0303
5186,4931.3354
5187,4930.1147
5188,4931.6406
5189,4931.3354
5190,4931.6406
5191,4931.946
5192,4931.3354
5193,4931.3354
5194,4931.3354
5195,4931.0303
5196,4931.3354
5197,4930.725
5198,4931.0303
5199,4930.42
5200,4931.3354
5201,4931.3354
5202,4930.725
5203,4931.0303
5204,4930.725
5205,4931.3354
5206,4930.42
5207,4932.8613
5208,4930.725
5209,4930.725
5210,4931.6406
5211,4931.0303
5212,4930.1147
5213,4930.725
5214,4931.946
5215,4930.725
5216,4930.725
5217,4930.42
5218,4931.3354
5219,4931.3354
5220,4930.725
5221,4931.0303
5222,4930.42
5223,4930.725
5224,4929.8096
5225,4931.0303
5226,4930.42
5227,4931.6406
5228,4932.8613
5229,4931.0303
5230,4931.0303
5231,4930.725
5232,4931.3354
5233,4931.3354
5234,4930.42
5235,4931.946
5236,4931.3354
5237,4930.42
5238,4931.3354
5239,4931.3354
5240,4930.725
5241,4930.725
5242,4931.3354
5243,4930.725
5244,4930.1147
5245,4930.42
5246,4931.3354
5247,4931.3354
5248,4930.725
5249,4930.42
5250,4931.6406
5251,4931.0303
5252,4931.3354
5253,4931.6406
5254,4931.0303
5255,4931.3354
5256,4931.0303
5257,4931.0303
5258,4931.3354
5259,4931.3354
5260,4931.6406
5261,4931.3354
5262,4930.725
5263,4931.0303
5264,4931.3354
5265,4931.3354
5266,4931.6406
5267,4931.946
5268,4931.0303
5269,4930.42
5270,4931.6406
5271,4931.6406
5272,4931.946
5273,4930.1147
5274,4931.0303
5275,4930.725
5276,4930.725
5277,4931.946
5278,4931.0303
5279,4931.0303
5280,4930.725
5281,4931.6406
5282,4930.725
5283,4931.3354
5284,4931.0303
5285,4931.6406
5286,4931.3354
5287,4931.6406
5288,4932.251
5289,4931.0303
5290,4931.0303
5291,4931.0303
5292,4931.0303
5293,4930.725
5294,4929.199
5295,4931.3354
5296,4931.0303
5297,4931.3354
5298,4931.946
5299,4931.0303
5300,4931.0303
5301,4930.1147
5302,4931.3354
5303,4931.0303
5304,4930.42
5305,4931.0303
5306,4931.3354
5307,4931.3354
5308,4930.725
5309,4931.0303
5310,4930.42
5311,4930.725
5312,4931.0303
5313,4931.6406
5314,4931.3354
5315,4932.251
5316,4931.3354
5317,4931.6406
5318,4931.946
5319,4931.0303
5320,4931.0303
5321,4931.0303
5322,4931.6406
5323,4930.725
5324,4931.946
5325,4930.725
5326,4931.0303
5327,4931.0303
5328,4931.3354
5329,4930.725
5330,4931.0303
5331,4931.0303
5332,4931.3354
5333,4931.6406
5334,4930.725
5335,4931.3354
5336,4931.6406
5337,4930.725
5338,4931.946
5339,4931.3354
5340,4929.8096
5341,4930.725
5342,4930.725
5343,4930.725
5344,4931.0303
5345,4931.0303
5346,4931.6406
5347,4931.3354
5348,4931.0303
5349,4931.0303
5350,4930.725
5351,4931.3354
5352,4931.0303
5353,4930.725
5354,4931.6406
5355,4931.3354
5356,4930.42
5357,4931.6406
5358,4931.0303
5359,4931.6406
5360,4931.3354
5361,4930.725
5362,4930.725
5363,4932.556
5364,4931.0303
5365,4931.3354
5366,4930.725
5367,4931.0303
5368,4931.946
5369,4931.0303
5370,4931.3354
5371,4930.42
5372,4931.3354
5373,4930.725
5374,4931.946
5375,4931.0303
5376,4931.0303
5377,4931.6406
5378,4931.0303
5379,4931.6406
5380,4930.725
5381,4931.0303
5382,4931.3354
5383,4931.3354
5384,4931.6406
5385,4931.0303
5386,4931.0303
5387,4931.0303
5388,4932.251
5389,4931.6406
5390,4930.725
5391,4931.6406
5392,4931.946
5393,4930.725
5394,4931.3354
5395,4931.946
5396,4931.6406
5397,4931.3354
5398,4931.3354
5399,4931.3354
5400,4930.42
5401,4931.946
5402,4932.251
5403,4930.725
5404,4931.3354
5405,4931.3354
5406,4931.0303
5407,4931.0303
5408,4931.0303
5409,4931.0303
5410,4931.6406
5411,4931.3354
5412,4931.0303
5413,4931.0303
5414,4931.0303
5415,4931.3354
5416,4931.0303
5417,4930.725
5418,4931.0303
5419,4931.3354
5420,4931.0303
5421,4931.3354
5422,4930.725
5423,4931.0303
5424,4931.6406
5425,4931.3354
5426,4930.725
5427,4931.3354
5428,4930.42
5429,4931.0303
5430,4930.42
5431,4930.725
5432,4931.3354
5433,4931.6406
5434,4931.3354
5435,4931.0303
5436,4931.0303
5437,4931.0303
5438,4931.6406
5439,4930.725
5440,4931.0303
5441,4931.946
5442,4931.946
5443,4931.6406
5444,4930.42
5445,4931.6406
5446,4931.0303
5447,4930.42
5448,4931.946
5449,4931.6406
5450,4931.0303
5451,4931.0303
5452,4931.3354
5453,4931.6406
5454,4931.0303
5455,4931.6406
5456,4931.3354
5457,4930.42
5458,4931.0303
5459,4931.3354
5460,4930.725
5461,4932.556
5462,4930.42
5463,4931.6406
5464,4931.0303
5465,4931.3354
5466,4931.6406
5467,4930.725
5468,4931.3354
5469,4931.3354
5470,4931.0303
5471,4930.42
5472,4931.0303
5473,4930.725
5474,4931.3354
5475,4932.251
5476,4931.0303
5477,4931.3354
5478,4931.3354
5479,4931.0303
5480,4931.0303
5481,4931.0303
5482,4931.3354
5483,4932.251
5484,4930.725
5485,4930.725
5486,4930.42
5487,4931.6406
5488,4930.725
5489,4929.8096
5490,4930.725
5491,4931.946
5492,4931.6406
5493,4931.3354
5494,4931.3354
5495,4931.3354
5496,4931.6406
5497,4931.6406
5498,4931.0303
5499,4931.0303
5500,4930.1147
5501,4931.3354
5502,4931.3354
5503,4930.725
5504,4931.3354
5505,4932.251
5506,4930.725
5507,4931.0303
5508,4931.0303
5509,4930.1147
5510,4931.0303
5511,4931.6406
5512,4931.946
5513,4931.0303
5514,4930.725
5515,4930.42
5516,4930.725
5517,4931.0303
5518,4930.42
5519,4931.0303
5520,4931.3354
5521,4930.1147
5522,4931.6406
5523,4931.3354
5524,4931.3354
5525,4931.0303
5526,4930.42
5527,4931.3354
5528,4931.0303
5529,4931.6406
5530,4930.42
5531,4930.1147
5532,4931.3354
5533,4931.0303
5534,4931.3354
5535,4931.3354
5536,4931.946
5537,4930.1147
5538,4930.725
5539,4931.6406
5540,4930.725
5541,4930.725
5542,4930.725
5543,4931.6406
5544,4931.0303
5545,4931.946
5546,4930.42
5547,4931.3354
5548,4931.3354
5549,4931.6406
5550,4930.1147
5551,4931.3354
5552,4932.251
5553,4931.3354
5554,4931.0303
5555,4931.3354
5556,4931.6406
5557,4930.42
5558,4931.6406
5559,4930.725
5560,4931.3354
5561,4931.6406
5562,4931.0303
5563,4930.42
5564,4931.3354
5565,4931.3354
5566,4931.946
5567,4931.3354
5568,4931.946
5569,4931.6406
5570,4930.725
5571,4930.42
5572,4931.3354
5573,4931.6406
5574,4931.0303
5575,4931.0303
5576,4930.42
5577,4931.0303
5578,4930.725
5579,4930.42
5580,4931.3354
5581,4929.8096
5582,4931.3354
5583,4931.6406
5584,4930.725
5585,4930.1147
5586,4930.42
5587,4931.3354
5588,4931.0303
5589,4931.6406
5590,4931.3354
5591,4929.8096
5592,4931.3354
5593,4931.946
5594,4931.3354
5595,4931.0303
5596,4931.3354
5597,4931.6406
5598,4930.42
5599,4930.725
5600,4930.725
5601,4931.3354
5602,4931.3354
5603,4930.42
5604,4931.0303
5605,4931.0303
5606,4930.725
5607,4931.0303
5608,4931.3354
5609,4929.5044
5610,4931.946
5611,4931.6406
5612,4931.6406
5613,4930.42
5614,4931.3354
5615,4931.6406
5616,4931.6406
5617,4931.3354
5618,4931.6406
5619,4931.3354
5620,4930.725
5621,4931.0303
5622,4931.3354
5623,4930.1147
5624,4930.42
5625,4932.251
5626,4930.42
5627,4931.0303
5628,4930.42
5629,4931.6406
5630,4930.725
5631,4930.42
5632,4930.42
5633,4931.946
5634,4931.0303
5635,4931.3354
5636,4931.946
5637,4931.3354
5638,4931.0303
5639,4930.725
5640,4931.6406
5641,4930.725
5642,4930.725
5643,4931.946
5644,4931.0303
5645,4931.0303
5646,4931.6406
5647,4931.3354
5648,4932.556
5649,4931.0303
5650,4931.0303
5651,4930.42
5652,4931.3354
5653,4931.3354
5654,4931.0303
5655,4931.3354
5656,4931.6406
5657,4930.725
5658,4931.3354
5659,4931.6406
5660,4931.0303
5661,4931.6406
5662,4931.0303
5663,4930.1147
5664,4931.6406
5665,4931.3354
5666,4931.0303
5667,4930.725
5668,4931.0303
5669,4930.725
5670,4931.3354
5671,4931.0303
5672,4931.0303
5673,4930.42
5674,4931.0303
5675,4930.1147
5676,4931.0303
5677,4931.0303
5678,4931.0303
5679,4931.0303
5680,4931.0303
5681,4931.0303
5682,4931.3354
5683,4930.725
5684,4931.0303
5685,4931.0303
5686,4931.0303
5687,4931.6406
5688,4931.6406
5689,4931.6406
5690,4930.725
5691,4930.42
5692,4931.3354
5693,4931.0303
5694,4931.0303
5695,4931.0303
5696,4931.0303
5697,4931.946
5698,4931.0303
5699,4931.3354
5700,4931.3354
5701,4931.0303
5702,4930.725
5703,4931.0303
5704,4930.725
5705,4930.1147
5706,4932.251
5707,4930.1147
5708,4930.725
5709,4930.1147
5710,4931.0303
5711,4931.946
5712,4930.42
5713,4930.42
5714,4931.6406
5715,4930.725
5716,4930.725
5717,4931.3354
5718,4929.8096
5719,4929.8096
5720,4931.3354
5721,4931.0303
5722,4932.251
5723,4930.725
5724,4931.3354
5725,4931.6406
5726,4931.0303
5727,4931.0303
5728,4931.946
5729,4931.3354
5730,4931.3354
5731,4931.6406
5732,4931.0303
5733,4931.6406
5734,4931.0303
5735,4930.725
5736,4931.6406
5737,4930.42
5738,4931.3354
5739,4931.0303
5740,4931.6406
5741,4931.3354
5742,4931.0303
5743,4931.6406
5744,4931.0303
5745,4930.725
5746,4931.3354
5747,4931.0303
5748,4931.0303
5749,4931.0303
5750,4931.0303
5751,4930.725
5752,4930.725
5753,4931.3354
5754,4931.0303
5755,4931.0303
5756,4931.6406
5757,4931.0303
5758,4930.725
5759,4930.725
5760,4931.6406
5761,4931.0303
5762,4931.3354
5763,4930.725
5764,4931.0303
5765,4931.3354
5766,4931.0303
5767,4931.6406
5768,4931.0303
5769,4931.0303
5770,4930.42
5771,4931.0303
5772,4931.3354
5773,4931.3354
5774,4931.6406
5775,4931.3354
5776,4930.725
5777,4931.3354
5778,4931.3354
5779,4931.3354
5780,4930.725
5781,4931.0303
5782,4931.6406
5783,4929.8096
5784,4930.725
5785,4931.3354
5786,4930.42
5787,4931.3354
5788,4930.725
5789,4931.3354
5790,4930.725
5791,4931.6406
5792,4932.251
5793,4931.6406
5794,4930.725
5795,4930.725
5796,4931.0303
5797,4930.42
5798,4931.3354
5799,4931.946
5800,4931.0303
5801,4931.0303
5802,4931.3354
5803,4931.0303
5804,4931.0303
5805,4930.725
5806,4931.3354
5807,4930.725
5808,4930.725
5809,4931.0303
5810,4931.0303
5811,4931.946
5812,4931.946
5813,4931.0303
5814,4930.725
5815,4930.42
5816,4931.3354
5817,4931.0303
5818,4931.3354
5819,4930.1147
5820,4931.6406
5821,4931.3354
5822,4931.0303
5823,4930.725
5824,4931.946
5825,4931.0303
5826,4930.1147
5827,4931.3354
5828,4931.3354
5829,4931.0303
5830,4931.0303
5831,4931.0303
5832,4930.42
5833,4931.3354
5834,4931.0303
5835,4931.6406
5836,4930.725
5837,4931.0303
5838,4930.42
5839,4931.0303
5840,4930.725
5841,4931.0303
5842,4931.6406
5843,4931.0303
5844,4930.42
5845,4930.725
5846,4931.0303
5847,4930.725
5848,4931.6406
5849,4931.0303
5850,4930.725
5851,4930.725
5852,4931.3354
5853,4930.42
5854,4930.725
5855,4931.3354
5856,4931.6406
5857,4930.725
5858,4930.1147
5859,4932.251
5860,4931.0303
5861,4931.946
5862,4932.251
5863,4930.42
5864,4931.3354
5865,4931.3354
5866,4933.1665
5867,4930.725
5868,4931.0303
5869,4930.725
5870,4931.3354
5871,4930.725
5872,4931.0303
5873,4930.725
5874,4931.6406
5875,4931.3354
5876,4930.725
5877,4931.3354
5878,4931.0303
5879,4930.725
5880,4931.0303
5881,4931.946
5882,4931.0303
5883,4931.3354
5884,4931.3354
5885,4931.0303
5886,4931.0303
5887,4930.725
5888,4930.725
5889,4931.3354
5890,4931.6406
5891,4931.3354
5892,4930.725
5893,4931.0303
5894,4930.42
5895,4931.0303
5896,4931.3354
5897,4931.0303
5898,4930.725
5899,4931.0303
5900,4931.0303
5901,4931.0303
5902,4931.3354
5903,4931.3354
5904,4931.0303
5905,4931.0303
5906,4931.946
5907,4931.6406
5908,4931.3354
5909,4931.6406
5910,4930.42
5911,4931.946
5912,4931.3354
5913,4931.6406
5914,4930.42
5915,4931.0303
5916,4931.3354
5917,4931.6406
5918,4931.6406
5919,4931.3354
5920,4931.3354
5921,4930.725
5922,4930.725
5923,4931.0303
5924,4930.725
5925,4931.3354
5926,4931.0303
5927,4931.6406
5928,4930.725
5929,4931.0303
5930,4931.3354
5931,4931.3354
5932,4931.0303
5933,4931.3354
5934,4931.6406
5935,4931.6406
5936,4930.725
5937,4931.3354
5938,4930.42
5939,4931.3354
5940,4931.946
5941,4932.251
5942,4931.6406
5943,4931.3354
5944,4931.3354
5945,4930.42
5946,4931.0303
5947,4931.3354
5948,4931.3354
5949,4930.725
5950,4931.0303
5951,4931.6406
5952,4932.251
5953,4930.725
5954,4930.725
5955,4931.0303
5956,4932.251
5957,4930.725
5958,4930.42
5959,4930.42
5960,4930.1147
5961,4930.725
5962,4931.0303
5963,4930.1147
5964,4930.1147
5965,4930.1147
5966,4930.42
5967,4931.946
5968,4930.725
5969,4931.6406
5970,4931.3354
5971,4931.0303
5972,4931.0303
5973,4931.3354
5974,4931.0303
5975,4930.725
5976,4931.946
5977,4930.725
5978,4930.725
5979,4931.3354
5980,4931.946
5981,4931.6406
5982,4929.5044
5983,4931.946
5984,4931.6406
5985,4931.6406
5986,4931.3354
5987,4931.6406
5988,4931.0303
5989,4931.6406
5990,4931.3354
5991,4930.42
5992,4931.6406
5993,4931.6406
5994,4931.3354
5995,4931.0303
5996,4930.1147
5997,4930.725
5998,4931.6406
5999,4930.42
6000,4931.3354
6001,4931.3354
6002,4931.3354
6003,4929.8096
6004,4931.3354
6005,4931.0303
6006,4930.42
6007,4931.946
6008,4931.6406
6009,4931.6406
6010,4931.6406
6011,4930.1147
6012,4931.946
6013,4931.0303
6014,4930.725
6015,4931.6406
6016,4931.3354
6017,4932.251
6018,4931.946
6019,4931.0303
6020,4931.3354
6021,4931.3354
6022,4931.3354
6023,4931.0303
6024,4930.725
6025,4930.42
6026,4931.0303
6027,4930.725
6028,4931.3354
6029,4931.946
6030,4931.6406
6031,4930.42
6032,4931.0303
6033,4931.0303
6034,4931.3354
6035,4930.725
6036,4931.0303
6037,4931.6406
6038,4930.1147
6039,4931.946
6040,4931.6406
6041,4931.946
6042,4930.725
6043,4931.0303
6044,4932.556
6045,4931.3354
6046,4931.3354
6047,4931.3354
6048,4931.0303
6049,4931.3354
6050,4930.42
6051,4930.42
6052,4931.0303
6053,4930.725
6054,4931.3354
6055,4931.0303
6056,4931.6406
6057,4931.0303
6058,4930.725
6059,4931.0303
6060,4931.3354
6061,4931.6406
6062,4931.3354
6063,4931.3354
6064,4930.725
6065,4931.6406
6066,4931.3354
6067,4931.0303
6068,4930.42
6069,4931.0303
6070,4930.42
6071,4930.725
6072,4931.6406
6073,4930.725
6074,4931.3354
6075,4931.946
6076,4931.0303
6077,4930.42
6078,4930.42
6079,4931.0303
6080,4931.0303
6081,4930.725
6082,4930.42
6083,4931.3354
6084,4931.3354
6085,4931.3354
6086,4932.251
6087,4931.946
6088,4930.725
6089,4930.725
6090,4931.6406
6091,4931.3354
6092,4931.0303
6093,4930.725
6094,4930.725
6095,4931.0303
6096,4932.251
6097,4931.3354
6098,4931.3354
6099,4931.3354
6100,4930.725
6101,4930.42
6102,4931.0303
6103,4931.6406
6104,4931.6406
6105,4931.6406
6106,4930.42
6107,4930.725
6108,4931.0303
6109,4931.0303
6110,4931.3354
6111,4930.725
6112,4931.3354
6113,4931.6406
6114,4931.3354
6115,4931.6406
6116,4931.0303
6117,4931.0303
6118,4931.0303
6119,4931.0303
6120,4931.0303
6121,4931.3354
6122,4931.3354
6123,4930.725
6124,4931.3354
6125,4931.0303
6126,4930.725
6127,4930.725
6128,4931.3354
6129,4932.251
6130,4930.725
6131,4931.0303
6132,4930.725
6133,4931.0303
6134,4930.42
6135,4931.0303
6136,4931.0303
6137,4931.946
6138,4930.725
6139,4930.1147
6140,4931.6406
6141,4931.0303
6142,4930.725
6143,4931.946
6144,4931.946
6145,4931.0303
6146,4931.946
6147,4931.3354
6148,4931.6406
6149,4931.3354
6150,4931.0303
6151,4931.0303
6152,4930.725
6153,4930.42
6154,4931.0303
6155,4931.0303
6156,4931.3354
6157,4930.725
6158,4931.3354
6159,4930.42
6160,4931.0303
6161,4931.3354
6162,4931.6406
6163,4931.3354
6164,4931.0303
6165,4930.725
6166,4931.0303
6167,4931.946
6168,4931.3354
6169,4931.3354
6170,4930.725
6171,4931.946
6172,4931.3354
6173,4931.0303
6174,4930.42
6175,4931.0303
6176,4931.0303
6177,4930.725
6178,4929.8096
6179,4931.6406
6180,4931.3354
6181,4931.3354
6182,4931.3354
6183,4931.0303
6184,4930.42
6185,4931.6406
6186,4930.725
6187,4931.0303
6188,4931.0303
6189,4931.0303
6190,4929.8096
6191,4930.725
6192,4931.3354
6193,4931.3354
6194,4932.251
6195,4930.725
6196,4931.0303
6197,4931.0303
6198,4931.0303
6199,4931.3354
6200,4931.0303
6201,4931.3354
6202,4930.725
6203,4930.725
6204,4930.42
6205,4931.6406
6206,4930.1147
6207,4931.0303
6208,4931.6406
6209,4931.3354
6210,4930.42
6211,4931.6406
6212,4929.8096
6213,4931.6406
6214,4931.6406
6215,4930.42
6216,4933.1665
6217,4931.0303
6218,4930.725
6219,4931.0303
6220,4930.42
6221,4930.725
6222,4931.3354
6223,4931.3354
6224,4931.6406
6225,4931.946
6226,4930.1147
6227,4930.725
6228,4931.0303
6229,4931.3354
6230,4931.0303
6231,4931.0303
6232,4931.3354
6233,4930.42
6234,4931.3354
6235,4931.6406
6236,4931.0303
6237,4931.3354
6238,4931.0303
6239,4930.725
6240,4931.6406
6241,4931.6406
6242,4930.725
6243,4931.0303
6244,4931.3354
6245,4931.6406
6246,4930.725
6247,4930.42
6248,4931.6406
6249,4931.6406
6250,4930.42
6251,4931.3354
6252,4931.3354
6253,4931.3354
6254,4930.725
6255,4930.725
6256,4930.42
6257,4931.3354
6258,4930.725
6259,4930.725
6260,4930.725
6261,4931.6406
6262,4931.0303
6263,4932.251
6264,4931.0303
6265,4931.0303
6266,4931.6406
6267,4931.3354
6268,4931.3354
6269,4931.0303
6270,4929.8096
6271,4931.6406
6272,4931.0303
6273,4931.3354
6274,4931.3354
6275,4931.946
6276,4931.0303
6277,4931.0303
6278,4930.725
6279,4931.0303
6280,4931.946
6281,4931.3354
6282,4931.0303
6283,4930.1147
6284,4931.0303
6285,4931.6406
6286,4932.8613
6287,4930.42
6288,4931.0303
6289,4931.6406
6290,4931.0303
6291,4931.0303
6292,4931.6406
6293,4930.725
6294,4931.0303
6295,4930.725
6296,4931.0303
6297,4930.725
6298,4930.42
6299,4931.6406
6300,4931.3354
6301,4930.1147
6302,4931.946
6303,4931.0303
6304,4930.725
6305,4931.3354
6306,4931.0303
6307,4931.0303
6308,4931.0303
6309,4929.8096
6310,4931.0303
6311,4930.42
6312,4931.3354
6313,4931.6406
6314,4930.42
6315,4930.725
6316,4930.42
6317,4931.3354
6318,4931.6406
6319,4930.42
6320,4929.8096
6321,4931.6406
6322,4931.946
6323,4931.3354
6324,4931.0303
6325,4931.3354
6326,4930.42
6327,4930.1147
6328,4931.3354
6329,4931.3354
6330,4931.6406
6331,4931.6406
6332,4931.0303
6333,4930.42
6334,4931.6406
6335,4931.6406
6336,4931.0303
6337,4931.0303
6338,4931.3354
6339,4930.42
6340,4930.725
6341,4931.6406
6342,4930.725
6343,4931.3354
6344,4931.6406
6345,4930.725
6346,4931.946
6347,4931.0303
6348,4931.0303
6349,4931.0303
6350,4931.3354
6351,4930.725
6352,4931.6406
6353,4931.3354
6354,4931.0303
6355,4931.0303
6356,4932.251
6357,4930.725
6358,4930.725
6359,4931.6406
6360,4931.0303
6361,4930.725
6362,4931.946
6363,4931.3354
6364,4930.725
6365,4929.8096
6366,4931.3354
6367,4931.6406
6368,4932.251
6369,4931.0303
6370,4931.0303
6371,4931.3354
6372,4931.3354
6373,4930.725
6374,4932.556
6375,4931.3354
6376,4930.725
6377,4930.42
6378,4931.0303
6379,4931.3354
6380,4932.251
6381,4931.0303
6382,4931.0303
6383,4931.0303
6384,4931.3354
6385,4930.725
6386,4930.725
6387,4931.6406
6388,4931.6406
6389,4929.5044
6390,4930.725
6391,4931.3354
6392,4931.6406
6393,4932.556
6394,4932.556
6395,4931.3354
6396,4930.725
6397,4931.6406
6398,4931.3354
6399,4931.6406
6400,4931.0303
6401,4931.3354
6402,4931.6406
6403,4931.6406
6404,4931.0303
6405,4931.6406
6406,4930.42
6407,4932.251
6408,4931.6406
6409,4931.6406
6410,4931.0303
6411,4930.725
6412,4931.3354
6413,4931.0303
6414,4930.1147
6415,4930.725
6416,4930.725
6417,4930.42
6418,4931.0303
6419,4931.3354
6420,4931.3354
6421,4931.3354
6422,4931.3354
6423,4931.0303
6424,4931.0303
6425,4931.946
6426,4930.1147
6427,4931.3354
6428,4931.3354
6429,4931.6406
6430,4931.3354
6431,4931.0303
6432,4931.0303
6433,4931.0303
6434,4931.6406
6435,4931.946
6436,4931.0303
6437,4931.946
6438,4930.725
6439,4930.42
6440,4930.725
6441,4931.946
6442,4931.0303
6443,4931.0303
6444,4931.0303
6445,4930.1147
6446,4930.42
6447,4931.3354
6448,4930.42
6449,4931.0303
6450,4931.6406
6451,4931.3354
6452,4931.0303
6453,4931.3354
6454,4931.3354
6455,4931.3354
6456,4931.0303
6457,4931.6406
6458,4931.6406
6459,4930.1147
6460,4931.0303
6461,4931.0303
6462,4931.0303
6463,4933.1665
6464,4930.725
6465,4930.1147
6466,4931.3354
6467,4931.6406
6468,4930.725
6469,4931.3354
6470,4931.3354
6471,4931.3354
6472,4931.6406
6473,4930.725
6474,4930.725
6475,4931.6406
6476,4931.6406
6477,4931.0303
6478,4931.6406
6479,4931.6406
6480,4931.3354
6481,4931.0303
6482,4931.0303
6483,4931.0303
6484,4930.42
6485,4932.251
6486,4930.725
6487,4930.725
6488,4930.725
6489,4930.725
6490,4931.6406
6491,4931.3354
6492,4930.42
6493,4930.725
6494,4931.946
6495,4931.6406
6496,4930.42
6497,4931.0303
6498,4931.0303
6499,4931.3354
6500,4931.3354
6501,4931.6406
6502,4931.3354
6503,4931.3354
6504,4931.946
6505,4931.946
6506,4931.0303
6507,4931.0303
6508,4931.0303
6509,4931.0303
6510,4931.0303
6511,4931.0303
6512,4931.3354
6513,4931.3354
6514,4931.0303
6515,4931.6406
6516,4931.3354
6517,4930.725
6518,4931.0303
6519,4931.946
6520,4930.42
6521,4931.0303
6522,4931.946
6523,4929.8096
6524,4931.0303
6525,4930.725
6526,4931.3354
6527,4930.725
6528,4931.0303
6529,4931.0303
6530,4931.3354
6531,4931.6406
6532,4930.725
6533,4931.3354
6534,4931.3354
6535,4931.6406
6536,4932.556
6537,4931.946
6538,4931.0303
6539,4931.3354
6540,4931.946
6541,4930.725
6542,4930.725
6543,4931.6406
6544,4931.6406
6545,4931.0303
6546,4930.42
6547,4931.6406
6548,4931.6406
6549,4931.0303
6550,4931.0303
6551,4930.725
6552,4931.946
6553,4931.6406
6554,4931.0303
6555,4931.3354
6556,4931.0303
6557,4932.251
6558,4931.3354
6559,4931.3354
6560,4931.0303
6561,4931.0303
6562,4931.0303
6563,4931.6406
6564,4931.0303
6565,4930.42
6566,4931.0303
6567,4931.3354
6568,4931.0303
6569,4931.3354
6570,4929.8096
6571,4930.42
6572,4930.725
6573,4931.0303
6574,4930.725
6575,4931.0303
6576,4931.3354
6577,4930.725
6578,4930.725
6579,4931.0303
6580,4931.0303
